"COL_PROJECT_ID","COL_COVER_PAR","COL_COVER_POL","COL_PRIORITY","COL_SUBJ_OWNER","COL_NAME","COL_PLACE_CODE","COL_SUBJ_CODE","COL_YEAR_START","COL_YEAR_END","COL_COST_IN_EXP_ALL","COL_COST_ALL","COL_COST_FILL_TO_BEF_2","COL_COST_FILL_TO_BEF_1","COL_COST_NEED_0","COL_COST_NO_PUMP_BEF_1","COL_COST_GR_A_0","COL_COST_ALT_SRC_REQ","COL_COST_GR_F_0","COL_COST_GR_B_0","COL_COST_GR_C_0","COL_COST_GR_A_1","COL_COST_GR_C_1","COL_COST_GR_SUM_1","COL_COST_GR_A_2","COL_COST_GR_C_2","COL_COST_GR_SUM_2","COL_COST_GR_A_3","COL_COST_GR_C_3","COL_COST_GR_SUM_3","COL_COST_AFT",
"0212/23","2310","6121",1,"odbor investièní (ORJ 230)","Rekonstrukce vodovodu v Pøívoze, oblast Køišanova-Koksární","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2023,2027,0,5883000,0,0,339000,0,59000,0,280000,0,0,60000,280000,340000,904000,4300000,5204000,0,0,0,0,
"0151/23","6330","6363",1,"MOb Hrabová","Komunikace K Nadjezdu","Hrabová","MOb Hrabová",2022,2025,0,8830730,114950,0,0,0,0,0,0,0,0,7844000,871780,8715780,0,0,0,0,0,0,0,
"0273/22","6330","6363",1,"MOb Michálkovice","Rekonstrukce komunikace Binarova","Michálkovice","MOb Michálkovice",2024,2025,0,1547400,0,0,0,0,0,0,0,0,0,1238000,309400,1547400,0,0,0,0,0,0,0,
"0502/19","3412","6313",2,"Sportovní a rekreaèní zaøízení mìsta Ostravy, s.r.o.","Zateplení objektu KBOP ","Poruba","Sportovní a rekreaèní zaøízení mìsta Ostravy, s.r.o.",2015,2025,0,69014000,714000,800000,700000,0,0,0,0,0,700000,66800000,0,66800000,0,0,0,0,0,0,0,
"0735/19","3311","6351",1,"Národní divadlo moravskoslezské","NDM - Modernizace technologickıch zaøízení jevištì Divadla Jiøího Myrona","Moravská Ostrava a Pøívoz","Národní divadlo moravskoslezské",2016,2026,0,350479000,8000000,0,0,0,0,0,0,0,0,171000000,0,171000000,171479000,0,171479000,0,0,0,0,
"0156/22","2321","6121",1,"odbor investièní (ORJ 230)","ÚÈOV zastøešení odpadového hospodáøství","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2023,2024,0,651000,0,331000,320000,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0236/23","4357","6451",1,"Domov Sluníèko, Ostrava-Vítkovice","FVE Domov Sluníèko ","Vítkovice","Magistrát mìsta Ostravy",2025,2025,3700000,3700000,0,0,0,0,0,0,0,0,0,3700000,0,3700000,0,0,0,0,0,0,0,
"0033/22","6330","6363",1,"MOb Polanka nad Odrou","Stavební úpravy víceúèelového objektu èp. 863","Polanka nad Odrou","MOb Polanka nad Odrou",2021,2027,29000000,106738468,180653,3174398,9275000,0,7000000,0,0,0,2275000,36502575,4055842,40558417,36675000,4075000,40750000,12800000,0,12800000,0,
"0347/23","6330","6363",3,"MOb Vítkovice","Rekonstrukce Altánu","Vítkovice","MOb Vítkovice",2025,2025,0,10000000,0,0,0,0,0,0,0,0,0,7000000,3000000,10000000,0,0,0,0,0,0,0,
"0324/23","6330","6363",1,"MOb Radvanice a Bartovice","Modernizace høbitovù v Ostravì Radvanicích a Bartovicích","Radvanice a Bartovice","MOb Radvanice a Bartovice",2024,2024,0,2000000,0,0,2000000,0,0,0,1400000,0,600000,0,0,0,0,0,0,0,0,0,0,
"0654/19","6330","6363",2,"MOb Poruba","Revitalizace veøejného prostranství u støediska Koruna","Poruba","MOb Poruba",2019,2027,0,78778000,2778000,0,0,0,0,0,0,0,0,0,0,0,22800000,22800000,45600000,15200000,15200000,30400000,0,
"0153/22","2321","6121",1,"odbor investièní (ORJ 230)","ÚÈOV rozvodny dosazovacích nádrí","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2020,2024,0,9740000,2500000,6883000,357000,357000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0298/23","6330","6363",2,"MOb Moravská Ostrava a Pøívoz","Regenerace sídlištì Fifejdy II - IV. etapa, èást B","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2025,2025,0,19000000,0,0,0,0,0,0,0,0,0,9500000,9500000,19000000,0,0,0,0,0,0,0,
"0067/19","6330","6363",2,"MOb Plesná","Vıstavba høištì Hrabek","Plesná","MOb Plesná",2019,2025,0,28980151,536151,8000000,8194000,5444000,2500000,0,0,0,250000,12250000,0,12250000,0,0,0,0,0,0,0,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Hrabová - Investièní neúèelová dotace","Hrabová","MOb Hrabová",2024,2024,0,16646000,0,0,16646000,9245000,7401000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0127/19","2310","6121",2,"odbor investièní (ORJ 230)","Pøíprava VH staveb - RK","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2020,2027,0,1987000,0,0,484000,0,84000,0,400000,0,0,87000,414000,501000,87000,414000,501000,87000,414000,501000,0,
"0127/19","2321","6121",2,"odbor investièní (ORJ 230)","Pøíprava VH staveb - RK","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2020,2026,0,2178000,70000,0,605000,0,105000,0,500000,0,0,87000,414000,501000,87000,414000,501000,87000,414000,501000,0,
"0094/20","6330","6363",1,"MOb Ostrava-Jih","Rekonstrukce ul. Chrjukinova, Ostrava-Zábøeh","Ostrava - Jih","MOb Ostrava-Jih",2017,2025,0,12879767,379767,0,0,0,0,0,0,0,0,5000000,7500000,12500000,0,0,0,0,0,0,0,
"0298/22","6330","6363",1,"MOb Ostrava-Jih","Zateplení budovy MŠ Šponarova 16","Ostrava - Jih","MOb Ostrava-Jih",2021,2025,0,12746841,246841,0,10500000,0,3000000,0,0,0,7500000,2000000,0,2000000,0,0,0,0,0,0,0,
"1108/19","3631","6121",1,"odbor investièní (ORJ 230)","Veøejné osvìtlení Ostrava - Nová Ves, ul. Novoveská","Mariánské Hory a Hulváky,Nová Ves","Magistrát mìsta Ostravy",2018,2024,0,1164372,185372,0,979000,979000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0074/23","2321","6121",1,"odbor investièní (ORJ 230)","ÚÈOV Jeøábovı drapák tuku","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2023,2023,0,300000,0,0,300000,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0848/19","2143","6313",1,"Èerná louka s.r.o.","Konferenèní vybavení pavilonu  A  1000 lidí modernizace technického vybavení","Moravská Ostrava a Pøívoz","Èerná louka s.r.o.",2021,2025,0,3250000,1000000,750000,750000,0,750000,0,0,0,0,750000,0,750000,0,0,0,0,0,0,0,
"0215/20","6330","6363",1,"MOb Krásné Pole","Opìrná zeï a parkovištì na ulici Sklopèická","Krásné Pole","MOb Krásné Pole",2021,2025,0,4089540,89540,0,4000000,0,3200000,0,0,0,800000,0,0,0,0,0,0,0,0,0,0,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Pustkovec - Investièní neúèelová dotace","Pustkovec","MOb Pustkovec",2024,2024,0,6170000,0,0,6170000,3353000,2817000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0171/23","3522","6351",1,"Mìstská nemocnice Ostrava","Rampy a stativy II","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2024,2024,0,10000000,0,0,10000000,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,
"0030/21","2321","6121",1,"odbor investièní (ORJ 230)","Kanalizace Nová Bìlá II etapa - dešové vody","Nová Bìlá","Magistrát mìsta Ostravy",2011,2024,0,11608256,9545649,1668607,394000,380000,3000,0,11000,0,0,0,0,0,0,0,0,0,0,0,0,
"0220/19","2219","6121",1,"odbor investièní (ORJ 230)","Cyklopropojení centra s DOV","Vítkovice,Slezská Ostrava","Magistrát mìsta Ostravy",2019,2024,42500000,132266090,25571012,105177078,1518000,518000,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0249/21","5522","6121",1,"odbor investièní (ORJ 230)","Rekonstrukce objektu Teslova - støelnice MP","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2023,2025,0,49912000,0,288000,4362000,538000,3824000,0,0,0,0,45262000,0,45262000,0,0,0,0,0,0,0,
"0315/23","6330","6363",1,"MOb Moravská Ostrava a Pøívoz","Regenerace sídlištì Šalamouna II - 3. etapa","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2027,2027,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,10000000,20000000,0,
"0220/22","5522","6121",1,"Hasièskı záchrannı sbor Moravskoslezského kraje","II. etapa IVC Ostrava - Zábøeh - vzduchotechnika podstøešních prostor celkù B a C","Ostrava - Jih,statutární mìsto Ostrava","Magistrát mìsta Ostravy",2027,2027,0,6300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6300000,0,6300000,0,
"0124/22","3522","6351",1,"Mìstská nemocnice Ostrava","Strukturovaná kabelá v MNO","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2023,2024,0,15000000,0,5000000,10000000,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,
"0184/23","2143","6313",1,"Èerná louka s.r.o.","Slezskoostravskı hrad - úprava hradní zahrady","Slezská Ostrava","Èerná louka s.r.o.",2023,2026,0,3620000,0,60000,0,0,0,0,0,0,0,3360000,0,3360000,200000,0,200000,0,0,0,0,
"0069/22","4350","6121",1,"odbor investièní (ORJ 230)","Instalace fotovoltaickıch panelù Domov pro seniory Kamenec","Slezská Ostrava","Magistrát mìsta Ostravy",2022,2025,2468000,5575090,0,0,1426000,1426000,0,0,0,0,0,4149090,0,4149090,0,0,0,0,0,0,0,
"0134/18","6330","6363",2,"MOb Nová Ves","Vıstavba infrastruktury v zónì zástavby Lašská, Valašská, Zacpalova","Nová Ves","MOb Nová Ves",2018,2028,0,2000000,0,0,0,0,0,0,0,0,0,0,400000,400000,0,0,0,0,0,0,1600000,
"0132/21","2212","6121",3,"odbor dopravy (ORJ 100)","SSZ køiovatky 28. øíjna - 1. máje - Pøemyslovcù a koordinaèní kabel 28. øíjna, úsek Pøemyslovcù - Novináøská","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2027,2027,0,9481000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9481000,0,9481000,0,
"0310/23","6330","6363",1,"MOb Nová Bìlá","Rekonstrukce chodníku podél ul. Mitrovická - Úsek od ul. Petrovskıch po ul. Foksova","Nová Bìlá","MOb Nová Bìlá",2023,2025,0,4200000,0,200000,3000000,0,1500000,0,0,0,1500000,1000000,0,1000000,0,0,0,0,0,0,0,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Stará Bìlá - Investièní neúèelová dotace","Stará Bìlá","MOb Stará Bìlá",2024,2024,0,8435000,0,0,8435000,0,8435000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0175/23","3522","6351",2,"Mìstská nemocnice Ostrava","Rehabilitace - zastøešení terasy","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2026,2026,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,1000000,0,0,0,0,
"0028/17","4357","6121",1,"odbor investièní (ORJ 230)","Domov pro seniory Mariánské Hory a Hulváky","Mariánské Hory a Hulváky","Magistrát mìsta Ostravy",2015,2026,0,517719038,6701688,2510350,7507000,3707000,3800000,0,0,0,0,201000000,0,201000000,300000000,0,300000000,0,0,0,0,
"0064/23","6330","6363",1,"MOb Vítkovice","Rozšíøení a rozvoj kapacity ZŠ Ostrava-Vítkovice o areál Oceláøská 1","Vítkovice","MOb Vítkovice",2022,2026,0,18236000,236000,6000000,0,0,0,0,0,0,0,3600000,2400000,6000000,3600000,2400000,6000000,0,0,0,0,
"0990/19","3632","6909",1,"odbor ochrany ivotního prostøedí (ORJ 190)","Investice - ostatní høbitovy na území mìsta Ostravy","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2020,2027,0,163000000,43000000,20000000,29000000,0,29000000,0,0,0,0,25000000,0,25000000,25000000,0,25000000,21000000,0,21000000,0,
"0385/23","3412","6121",1,"odbor sportu (ORJ 161)","Centrum ledních sportù - studie proveditelnosti","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2024,2024,0,400000,0,0,400000,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0008/23","2212","6121",1,"odbor strategického rozvoje (ORJ 300)","JEDNA MÍLE - Propojení území Èerné louky a Dolní oblasti Vítkovic a Transformace území Pod ofinkou","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2023,2028,0,2301948100,0,1948100,0,0,0,0,0,0,0,70000000,0,70000000,530000000,0,530000000,900000000,0,900000000,800000000,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Petøkovice - Investièní neúèelová dotace","Petøkovice","MOb Petøkovice",2024,2024,0,4899000,0,0,4899000,0,4899000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0294/20","6171","6121",1,"odbor hospodáøské správy (ORJ 136),odbor hospodáøské správy (ORJ 130)","Rekonstrukce WC NR etapa III.","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2023,2025,0,8192362,0,692362,2500000,0,2500000,0,0,0,0,5000000,0,5000000,0,0,0,0,0,0,0,
"0193/19","2321","6121",1,"odbor investièní (ORJ 230)","Rekonstrukce ÈSOV Pašerovıch, kanalizace ul. Grmelova","Mariánské Hory a Hulváky","Magistrát mìsta Ostravy",2008,2024,0,52814341,6620858,10840483,35353000,13573000,3780000,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0,
"0124/21","2212","6121",1,"odbor dopravy (ORJ 100)","Dopravní obsluha ul. Hornopolní","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2021,2026,0,134120375,292820,357555,1820000,0,1820000,0,0,0,0,129470000,0,129470000,2180000,0,2180000,0,0,0,0,
"0072/22","4350","6121",1,"odbor investièní (ORJ 230)","Instalace fotovoltaickıch panelù_Domov pro seniory Sluníèko","Vítkovice","Magistrát mìsta Ostravy",2023,2024,0,242000,0,0,242000,242000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0072/22","4357","6121",1,"odbor investièní (ORJ 230)","Instalace fotovoltaickıch panelù_Domov pro seniory Sluníèko","Vítkovice","Magistrát mìsta Ostravy",2023,2025,0,4512332,0,0,363000,363000,0,0,0,0,0,4149332,0,4149332,0,0,0,0,0,0,0,
"0282/19","3412","6121",2,"odbor investièní (ORJ 230)","Sportovní areál u ZŠ Bílovecká","Svinov","Magistrát mìsta Ostravy",2017,2026,0,128244916,3244916,0,0,0,0,0,0,0,0,85000000,0,85000000,40000000,0,40000000,0,0,0,0,
"0280/23","6330","6363",1,"MOb Nová Ves","Rekonstrukce podlah garáovıch stání hasièské zbrojnice","Nová Ves","MOb Nová Ves",2025,2025,0,2000000,0,0,0,0,0,0,0,0,0,1600000,400000,2000000,0,0,0,0,0,0,0,
"0178/19","2321","6121",4,"odbor investièní (ORJ 230)","Petøkovice - kanalizaèní stoka T, èást B, IV a V. etapa","Petøkovice","Magistrát mìsta Ostravy",2016,2033,0,173755793,1594293,86800,1030000,97000,162000,0,771000,0,0,0,0,0,0,0,0,0,0,0,171044700,
"0183/19","2321","6121",1,"odbor investièní (ORJ 230)","Kanalizace Heømanice (Vrbická, Záblatská) SANACE","Slezská Ostrava","Magistrát mìsta Ostravy",2012,2024,55079981,116505159,92442271,23577888,485000,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1026/19","4350","6351",2,"Domov Iris","Vícemístnı automobil pro pøepravu klientù","Mariánské Hory a Hulváky","Domov Iris",2025,2025,0,1500000,0,0,0,0,0,0,0,0,0,1250000,250000,1500000,0,0,0,0,0,0,0,
"0244/23","5522","6121",1,"Hasièskı záchrannı sbor Moravskoslezského kraje","IVC Ostrava - Poruba - rekonstukce støešního pláštì celkù A a C","Poruba","Magistrát mìsta Ostravy",2027,2027,0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500000,0,6500000,0,
"0017/19","2212","6121",2,"odbor investièní (ORJ 230)","Pøednádraí Ostrava-Pøívoz, Terminál Jirská","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2012,2026,7650000,17740275,1321171,769104,0,0,0,0,0,0,0,7825000,0,7825000,7825000,0,7825000,0,0,0,0,
"0256/19","2310","6121",2,"odbor investièní (ORJ 230)","Ul. Jeèmínkova - rekonstrukce vodovodu a dostavba kanalizace","Stará Bìlá","Magistrát mìsta Ostravy",2016,2028,0,6620000,0,0,100000,0,18000,0,82000,0,0,0,100000,100000,0,600000,600000,0,5000000,5000000,820000,
"0256/19","2321","6121",2,"odbor investièní (ORJ 230)","Ul. Jeèmínkova - rekonstrukce vodovodu a dostavba kanalizace","Stará Bìlá","Magistrát mìsta Ostravy",2016,2028,0,37670000,614200,97000,500000,0,87000,0,413000,0,0,0,100000,100000,0,2400000,2400000,0,32000000,32000000,1958800,
"0323/23","2212","6121",2,"odbor dopravy (ORJ 100)","SSZ køiovatky Novináøská - Varenská","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2028,2028,0,6655000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6655000,
"0076/21","6330","6363",1,"MOb Radvanice a Bartovice","Energetické úspory byt. domù ul. Pátova","Radvanice a Bartovice","MOb Radvanice a Bartovice",2023,2026,21000000,92419879,0,0,17419879,0,0,0,12193915,0,5225964,0,45000000,45000000,0,30000000,30000000,0,0,0,0,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Plesná - Investièní neúèelová dotace","Plesná","MOb Plesná",2024,2024,0,11416000,0,0,11416000,7932000,3484000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0100/23","3631","6121",1,"odbor dopravy (ORJ 100)","Rekonstrukce veøejného osvìtlení - Ostrava II. etapa","Mariánské Hory a Hulváky,Nová Ves,Ostrava - Jih,Poruba,Slezská Ostrava","Magistrát mìsta Ostravy",2023,2025,11878273,13192273,0,565000,12378273,0,500000,0,0,11878273,0,249000,0,249000,0,0,0,0,0,0,0,
"0083/21","4350","6351",1,"Domov Slunovrat, Ostrava-Pøívoz","Rekonstrukce domova se zvláštním reimem Domova Slunovrat","Moravská Ostrava a Pøívoz","Domov Slunovrat, Ostrava-Pøívoz",2026,2027,0,200000000,0,0,200000000,0,0,0,0,200000000,0,0,0,0,0,0,0,0,0,0,0,
"0206/20","4350","6351",3,"Domov Slunovrat, Ostrava-Pøívoz","Rekonstrukce elektrorozvodù vèetnì zhotovení projektové dokumentace v Domovì Slunovrat","Moravská Ostrava a Pøívoz","Domov Slunovrat, Ostrava-Pøívoz",2027,2027,0,20000000,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0224/23","6171","6125",1,"odbor projektù IT slueb a outsourcingu - oblast GIS (ORJ 134),odbor projektù IT slueb a outsourcingu (ORJ 133) ","Obnova serverù 2024","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2024,2024,0,2000000,0,0,2000000,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"1183/19","6330","6363",1,"MOb Moravská Ostrava a Pøívoz","Rekonstrukce obsluné plochy chodníkù u polyfunkèního domu na ul. Vítkovická","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2016,2027,0,22315540,412610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8761172,13141758,21902930,0,
"0451/19","2219","6121",1,"odbor investièní (ORJ 230)","Parkovací dùm u Krajského úøadu","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2019,2026,0,704476427,27208833,67594,253490000,0,0,0,0,0,253490000,0,352000000,352000000,0,71710000,71710000,0,0,0,0,
"0344/23","6330","6363",2,"MOb Vítkovice","Vnitøní rekonstrukce MŠ Erbenova","Vítkovice","MOb Vítkovice",2023,2025,0,15750000,0,750000,0,0,0,0,0,0,0,10500000,4500000,15000000,0,0,0,0,0,0,0,
"0271/22","6330","6363",1,"MOb Vítkovice","Zateplení pùdy a oprava støechy Rudná 56","Vítkovice","MOb Vítkovice",2024,2024,0,3000000,0,0,3000000,0,0,0,1800000,0,1200000,0,0,0,0,0,0,0,0,0,0,
"0240/20","3639","6142",1,"odbor majetkovı (ORJ 137)","Nadlimitní vìcná bøemena","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2022,2024,0,6000000,2000000,2000000,2000000,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0290/19","3522","6121",1,"odbor investièní (ORJ 230)","MNO - Modernizace Pavilonu E2 ","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2018,2024,0,415614780,198975800,105775820,110863160,2000000,0,0,108863160,0,0,0,0,0,0,0,0,0,0,0,0,
"0276/23","3412","6313",1,"VÍTKOVICE ARÉNA, a.s.","Parkovací systém Ostravar aréna + Mìstskı stadion","Vítkovice","VÍTKOVICE ARÉNA, a.s.",2024,2025,0,10000000,0,0,2000000,0,0,0,0,0,2000000,8000000,0,8000000,0,0,0,0,0,0,0,
"0227/19","2219","6121",1,"odbor investièní (ORJ 230)","Cyklistická trasa A,I Stará Bìlá _ Polanka nad Odrou","Polanka nad Odrou","Magistrát mìsta Ostravy",2018,2024,0,6728205,309007,2497198,3922000,3922000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0315/22","6330","6363",3,"MOb Petøkovice","Pøístavba vıukového køídla - navıšení prostorovıch kapacit historické budovy ZŠ","Petøkovice","MOb Petøkovice",2026,2026,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,45000000,5000000,50000000,0,0,0,0,
"0233/23","6171","6111",1,"odbor projektù IT slueb a outsourcingu - oblast GIS (ORJ 134),odbor projektù IT slueb a outsourcingu (ORJ 133) ","Poøízení nástroje pro monitoring a dohled koncovıch zaøízení ","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2024,2026,0,8120000,0,0,2200000,0,2200000,0,0,0,0,2960000,0,2960000,2960000,0,2960000,0,0,0,0,
"0062/21","6330","6363",1,"MOb Krásné Pole","Modernizace infrastruktury pro vzdìlávání vèetnì zajištìní konektivity pro ZŠ Krásné Pole","Krásné Pole","MOb Krásné Pole",2021,2026,4050000,5246324,505379,235945,0,0,0,0,0,0,0,0,455000,455000,0,4050000,4050000,0,0,0,0,
"0207/19","2321","6121",1,"odbor investièní (ORJ 230)","Jahodová - rekonstrukce kanalizace","Petøkovice","Magistrát mìsta Ostravy",2015,2024,0,15927401,1877880,25521,14024000,13988000,7000,0,29000,0,0,0,0,0,0,0,0,0,0,0,0,
"0004/23","6330","6363",1,"MOb Moravská Ostrava a Pøívoz","Hezky pìšky po Vıstavní","Mariánské Hory a Hulváky,Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2023,2027,24104933,29312000,0,0,0,0,0,0,0,0,0,0,14656000,14656000,0,7656000,7656000,0,7000000,7000000,0,
"0233/20","3639","6130",1,"odbor majetkovı (ORJ 137)","Vıkup pozemku Reality Tradeslav s.r.o.","","Magistrát mìsta Ostravy",2024,2025,0,585000,0,0,585000,0,585000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0343/23","6330","6363",1,"MOb Vítkovice","Rekonstrukce MŠ Prokopa Velikého","Vítkovice","MOb Vítkovice",2023,2025,0,10900000,0,0,10700000,4900000,4000000,0,0,0,1800000,200000,0,200000,0,0,0,0,0,0,0,
"1042/19","6330","6363",2,"MOb Moravská Ostrava a Pøívoz","Rekonstrukce BD Úprkova 985/18","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2022,2025,0,5755740,355740,0,5400000,0,2700000,0,0,0,2700000,0,0,0,0,0,0,0,0,0,0,
"0314/23","6330","6363",1,"MOb Tøebovice","Revitalizace bytového domu è.p. 5002 v Ostravì -Tøebovicích","Tøebovice","MOb Tøebovice",2023,2025,0,12119790,0,119790,12000000,0,0,0,6000000,0,6000000,0,0,0,0,0,0,0,0,0,0,
"0080/22","3392","6313",2,"AKORD & POKLAD, s.r.o.","Modernizace exteriéru DK Akord","Ostrava - Jih","AKORD & POKLAD, s.r.o.",2022,2026,0,54180000,180000,0,0,0,0,0,0,0,0,4000000,0,4000000,50000000,0,50000000,0,0,0,0,
"0240/19","2321","6121",5,"odbor investièní (ORJ 230)","Krásnopolská - rekonstrukce vodovodu a dostavba kanalizace","Pustkovec","Magistrát mìsta Ostravy",2016,2024,0,36717459,1210427,204799,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,90000,90000,35186233,
"0169/23","3522","5331",1,"Mìstská nemocnice Ostrava","Oprava splaškovıch kanalizací","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2025,2025,0,1100000,0,0,0,0,0,0,0,0,0,0,1100000,1100000,0,0,0,0,0,0,0,
"0817/19","6330","6363",3,"MOb Vítkovice","Revitalizace bytovıch domù Ruská 37, 37a, 39","Vítkovice","MOb Vítkovice",2026,2026,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,9000000,6000000,15000000,0,0,0,0,
"0058/15","6330","6363",1,"MOb Plesná","Vıstavba chodníkù v Ostravì-Plesné (trasa A,B,C)","Plesná","MOb Plesná",2018,2025,17030242,22537599,2501599,2973000,11063000,9563000,0,0,0,0,1500000,6000000,0,6000000,0,0,0,0,0,0,0,
"1089/19","3741","6351",1,"Zoologická zahrada a botanickı park Ostrava","Expozice mandrilù v ZOO Ostrava","Slezská Ostrava","Zoologická zahrada a botanickı park Ostrava",2019,2026,0,40208767,108767,0,0,0,0,0,0,0,0,0,2500000,2500000,37600000,0,37600000,0,0,0,0,
"0933/19","3392","6313",3,"AKORD & POKLAD, s.r.o.","Rekonstrukce letní zahrady Akord - 2. etapa","Ostrava - Jih","AKORD & POKLAD, s.r.o.",2027,2027,0,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,0,7000000,0,
"0024/22","2212","6121",1,"odbor strategického rozvoje (ORJ 300)","Promìna ulic Bohumínská, Frıdecká - studie + IZ","Slezská Ostrava","Magistrát mìsta Ostravy",2022,2024,0,12667000,0,7212000,5455000,2340000,3115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0009/23","6330","6363",1,"MOb Michálkovice","Revitalizace parku na Michalském námìstí, k. ú. Michálkovice","Michálkovice","MOb Michálkovice",2023,2025,0,5063900,0,63900,0,0,0,0,0,0,0,4000000,1000000,5000000,0,0,0,0,0,0,0,
"0117/18","6330","6363",1,"MOb Nová Ves","Hasièské cvièištì (víceúèelovı sportovní areál za tenisovımi kurty)","Nová Ves","MOb Nová Ves",2018,2025,0,51544502,17439502,12896000,16560000,7760000,7000000,0,0,0,1800000,4649000,0,4649000,0,0,0,0,0,0,0,
"0294/23","6330","6363",1,"MOb Ostrava-Jih","Rekonstrukce komunikace ul. Mitušova 8-16","Ostrava - Jih","MOb Ostrava-Jih",2021,2025,0,24042080,542080,0,0,0,0,0,0,0,0,9400000,14100000,23500000,0,0,0,0,0,0,0,
"0066/20","2219","6121",2,"odbor investièní (ORJ 230)","Cyklistická trasa J - úsek Radvanice - Bartovice","Radvanice a Bartovice","Magistrát mìsta Ostravy",2020,2026,0,36177180,191180,0,6086000,586000,5500000,0,0,0,0,19414000,0,19414000,10486000,0,10486000,0,0,0,0,
