"COL_PROJECT_ID","COL_COVER_PAR","COL_COVER_POL","COL_PRIORITY","COL_SUBJ_OWNER","COL_NAME","COL_PLACE_CODE","COL_SUBJ_CODE","COL_YEAR_START","COL_YEAR_END","COL_COST_IN_EXP_ALL","COL_COST_ALL","COL_COST_FILL_TO_BEF_2","COL_COST_FILL_TO_BEF_1","COL_COST_NEED_0","COL_COST_NO_PUMP_BEF_1","COL_COST_GR_A_0","COL_COST_ALT_SRC_REQ","COL_COST_GR_F_0","COL_COST_GR_B_0","COL_COST_GR_C_0","COL_COST_GR_A_1","COL_COST_GR_C_1","COL_COST_GR_SUM_1","COL_COST_GR_A_2","COL_COST_GR_C_2","COL_COST_GR_SUM_2","COL_COST_GR_A_3","COL_COST_GR_C_3","COL_COST_GR_SUM_3","COL_COST_AFT",
"0319/22","2219","6121",1,"odbor dopravy (ORJ 100)","Cyklistické propojení Hraneèník - Lihovarská","Radvanice a Bartovice","Magistrát mìsta Ostravy",2022,2025,0,29806458,0,361064,1000000,0,1000000,0,0,0,0,28445394,0,28445394,0,0,0,0,0,0,0,
"0324/22","6330","6363",1,"MOb Lhotka","Rekonstrukce budovy úøadu na ul. U Splavu 76/14a","Lhotka","MOb Lhotka",2021,2025,0,25861419,817505,55055,8594859,0,6000000,0,0,0,2594859,13394000,3000000,16394000,0,0,0,0,0,0,0,
"0210/21","3745","6121",2,"odbor investièní (ORJ 230)","Úprava okolí slepého ramene Odry v Ostravì-Zábøehu","Ostrava - Jih","Magistrát mìsta Ostravy",2021,2025,0,30920380,892980,0,1422000,0,1422000,0,0,0,0,28605400,0,28605400,0,0,0,0,0,0,0,
"0953/19","3522","6351",2,"Mìstská nemocnice Ostrava","Rekonstrukce lùkovıch oddìlení v pavilonu H3","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2027,2028,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,700000,9300000,
"0184/22","4350","6351",4,"Domov Iris","Osobní automobily","Mariánské Hory a Hulváky","Domov Iris",2024,2025,0,2500000,0,0,0,0,0,0,0,0,0,2200000,300000,2500000,0,0,0,0,0,0,0,
"0116/16","3741","6351",2,"Zoologická zahrada a botanickı park Ostrava","Noemova Archa - Zoo Ostrava","Slezská Ostrava","Zoologická zahrada a botanickı park Ostrava",2025,2027,0,64500000,0,0,0,0,0,0,0,0,0,0,2000000,2000000,0,2000000,2000000,60500000,0,60500000,0,
"1151/19","6330","6363",1,"MOb Poruba","Zámeckı park v Ostravì-Porubì","Poruba","MOb Poruba",2017,2029,0,183074025,4622555,1507750,7743720,0,0,0,0,0,7743720,16500000,19350000,35850000,16000000,20850000,36850000,17500000,17500000,35000000,61500000,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Tøebovice - Investièní neúèelová dotace","Tøebovice","MOb Tøebovice",2024,2024,0,10234000,0,0,10234000,6346000,3888000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Nová Bìlá - Investièní neúèelová dotace","Nová Bìlá","MOb Nová Bìlá",2024,2024,0,7483000,0,0,7483000,2813000,4670000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0295/22","2310","6121",1,"odbor investièní (ORJ 230)","Úpravna vody Nová Ves - Rekonstrukce rozvodny VN 22 kV","Nová Ves","Magistrát mìsta Ostravy",2022,2024,0,15390270,0,589270,14801000,11776000,525000,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,
"0289/19","3522","6121",1,"odbor investièní (ORJ 230)","MNO - energetické tepelné hospodáøství - rekonstrukce","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2018,2024,0,77381887,11527618,40446268,25408000,25408000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0296/19","3522","6121",1,"odbor investièní (ORJ 230)","MNO - rozvodny VN 22 kV - rekonstrukce ","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2018,2024,0,55474547,12469647,20558900,22446000,22446000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0246/22","3631","6121",1,"odbor investièní (ORJ 230)","Rekonstrukce VO oblast Havlíèkovo námìstí","Poruba","Magistrát mìsta Ostravy",2020,2024,0,18191000,191000,0,18000000,0,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0225/21","5311","6123",2,"Mìstská policie Ostrava (ORJ 270) ","Zahradní traktor","Moravskoslezskı kraj,statutární mìsto Ostrava","Mìstská policie Ostrava (ORJ 270) ",2025,2025,0,150000,0,0,0,0,0,0,0,0,0,150000,0,150000,0,0,0,0,0,0,0,
"","6330","6363",1,"odbor financí a rozpoètu (ORJ 120)","MOb Martinov - Investièní neúèelová dotace","Martinov","MOb Martinov",2024,2024,0,8014000,0,0,8014000,4714000,3300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0312/23","6330","6363",2,"MOb Moravská Ostrava a Pøívoz","Oprava èásti ulice Puchmajerova","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2026,2026,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,3500000,0,0,0,0,
"1170/19","2219","6121",1,"odbor investièní (ORJ 230)","Parkovištì pod Frıdlantskımi mosty","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2019,2026,65450000,78839780,858780,0,981000,0,981000,0,0,0,0,77000000,0,77000000,0,0,0,0,0,0,0,
"0158/20","4350","6351",3,"Domov Iris","Kaple pro klienty Domova Iris","Mariánské Hory a Hulváky","Domov Iris",2025,2025,0,750000,0,0,0,0,0,0,0,0,0,600000,150000,750000,0,0,0,0,0,0,0,
"0176/19","2321","6121",2,"odbor investièní (ORJ 230)","Kanalizace Hrabová - 4-5-6. stavba + odlehèení","Hrabová","Magistrát mìsta Ostravy",2004,2028,0,61987000,17472000,400000,21115000,0,3665000,0,17450000,0,0,0,12000000,12000000,0,10000000,10000000,0,1000000,1000000,0,
"0188/19","2310","6121",1,"odbor investièní (ORJ 230)","Heømanice - rekonstrukce vodovodu a kanalizace, lokalita Buèina","Slezská Ostrava","Magistrát mìsta Ostravy",2006,2027,0,33212259,10827259,0,4235000,0,735000,0,3500000,0,0,0,0,0,3150000,15000000,18150000,0,0,0,0,
"0188/19","2321","6121",1,"odbor investièní (ORJ 230)","Heømanice - rekonstrukce vodovodu a kanalizace, lokalita Buèina","Slezská Ostrava","Magistrát mìsta Ostravy",2006,2027,0,186769380,6472380,94000,8988000,155000,1533000,0,7300000,0,0,315000,1500000,1815000,14700000,70000000,84700000,14700000,70000000,84700000,0,
"0132/20","3412","6313",1,"VÍTKOVICE ARÉNA, a.s.","Dodávka rolby - OSTRAVAR ARÉNA II","Ostrava - Jih","VÍTKOVICE ARÉNA, a.s.",2024,2025,0,4200000,0,0,4200000,0,3500000,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,
"1065/19","6330","6363",1,"MOb Michálkovice","Modernizace Kulturního domu Ostrava-Michálkovice","Michálkovice","MOb Michálkovice",2021,2025,0,9620976,5690976,0,0,0,0,0,0,0,0,1955000,1975000,3930000,0,0,0,0,0,0,0,
"0070/22","4350","6121",2,"odbor investièní (ORJ 230)","Instalace fotovoltaickıch panelù Dùm s peèovatelskou slubou Bìlásek","Nová Bìlá","Magistrát mìsta Ostravy",2023,2025,1270000,1501860,0,0,696000,696000,0,0,0,0,0,805860,0,805860,0,0,0,0,0,0,0,
"0309/20","6330","6363",1,"MOb Proskovice","Vıstavba chodníku podél levé hrany silnice III/4787 - ulice Staroveská ve smìru na Starou Ves nad Ondøejnicí","Proskovice","MOb Proskovice",2019,2025,0,3746850,0,187550,1873300,1686000,0,0,0,0,187300,1686000,0,1686000,0,0,0,0,0,0,0,
"0437/12","3741","6351",2,"Zoologická zahrada a botanickı park Ostrava","Expozice tygrù Zoo Ostrava","Slezská Ostrava","Zoologická zahrada a botanickı park Ostrava",2008,2027,0,67837953,1287953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66550000,0,66550000,0,
"1010/19","3635","6119",1,"odbor územního plánování a stavebního øádu  (ORJ 210)","Územnì plánovací dokumentace a územnì plánovací podklady","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2020,2027,0,5100000,200000,200000,200000,0,200000,0,0,0,0,1500000,0,1500000,1500000,0,1500000,1500000,0,1500000,0,
"0106/19","2321","6121",1,"odbor investièní (ORJ 230)","Frankova II - rekonstrukce kanalizace a vodovodu","Proskovice","Magistrát mìsta Ostravy",2007,2027,0,35198334,11931634,0,292000,146000,26000,0,120000,0,0,1894200,9020000,10914200,2066400,9740000,11806400,44100,210000,254100,0,
"0037/22","6330","6363",1,"MOb Mariánské Hory a Hulváky","SEN- Nájemnická 12: Sníení energetické nároènosti bytovıch domù v Mariánskıch Horách a Hulvákách","Mariánské Hory a Hulváky","MOb Mariánské Hory a Hulváky",2023,2024,2186376,16614626,0,11133066,5481560,3180000,0,0,0,0,2301560,0,0,0,0,0,0,0,0,0,0,
"1107/19","6330","6363",1,"MOb Moravská Ostrava a Pøívoz","Rekonstrukce høištì pøi ZŠO, Gajdošova 9","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2026,2026,0,4541000,0,0,0,0,0,0,0,0,0,0,0,0,0,4541000,4541000,0,0,0,0,
"0888/12","3412","6313",2,"Sportovní a rekreaèní zaøízení mìsta Ostravy, s.r.o.","Modernizace a revitalizace venkovního areálu KBOP - III. etapa","Poruba","Sportovní a rekreaèní zaøízení mìsta Ostravy, s.r.o.",2012,2027,0,190676000,2676000,0,0,0,0,0,0,0,0,0,0,0,93000000,0,93000000,95000000,0,95000000,0,
"0348/23","6330","6363",3,"MOb Vítkovice","Rekonstrukce dvorové èásti na ul. Rudná","Vítkovice","MOb Vítkovice",2024,2025,0,3000000,0,0,0,0,0,0,0,0,0,2100000,900000,3000000,0,0,0,0,0,0,0,
"0145/23","6330","6363",2,"MOb Moravská Ostrava a Pøívoz","Nám. Dr. E. Beneše 6 - vımìna oken budovy radnice ÚMOb MOaP - 4. NP - 8. etapa","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2025,2025,0,10781000,0,0,0,0,0,0,0,0,0,5390500,5390500,10781000,0,0,0,0,0,0,0,
"0189/19","2321","6121",1,"odbor investièní (ORJ 230)","Zrušení vyústìní kanalizace Na Sovinci","Stará Bìlá","Magistrát mìsta Ostravy",2003,2024,0,13227797,12959177,125620,143000,143000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0082/18","2221","6121",1,"odbor investièní (ORJ 230)","Revitalizace Námìstí Republiky","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2018,2026,189550000,313533221,6955321,834900,8743000,2767000,5976000,0,0,0,0,187000000,0,187000000,110000000,0,110000000,0,0,0,0,
"0243/22","6330","6363",1,"MOb Hrabová","Rozšíøení místního høbitova","Hrabová","MOb Hrabová",2023,2025,0,7030000,0,430000,0,0,0,0,0,0,0,0,5940000,5940000,0,660000,660000,0,0,0,0,
"0238/23","3421","6121",1,"odbor ochrany ivotního prostøedí (ORJ 190)","Dìtské høištì v Bìlském lese, Ostrava-Jih","Ostrava - Jih","Magistrát mìsta Ostravy",2023,2025,0,10697230,0,197230,0,0,0,0,0,0,0,10500000,0,10500000,0,0,0,0,0,0,0,
"0154/22","2321","6121",1,"odbor investièní (ORJ 230)","ÚÈOV rozvodna ÈS na pøivadìèi D","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2022,2024,0,16210000,0,1000000,15210000,1900000,2310000,0,11000000,0,0,0,0,0,0,0,0,0,0,0,0,
"0296/23","6330","6363",1,"MOb Michálkovice","ZŠ U Køíe 28 - kolárna","Michálkovice","MOb Michálkovice",2023,2025,0,918000,0,18000,850000,0,400000,0,0,0,450000,0,50000,50000,0,0,0,0,0,0,0,
"0245/22","6330","6363",1,"MOb Hošálkovice","Novostavby budova MŠ Hošálkovice","Hošálkovice","MOb Hošálkovice",2022,2026,0,25471550,0,671550,7000000,0,7000000,0,0,0,0,3000000,4960000,7960000,0,9840000,9840000,0,0,0,0,
"0132/18","6330","6363",2,"MOb Nová Ves","Vıstavba multifunkèní haly","Nová Ves","MOb Nová Ves",2025,2025,0,1000000,0,0,0,0,0,0,0,0,0,800000,200000,1000000,0,0,0,0,0,0,0,
"0133/20","3311","6351",1,"Národní divadlo moravskoslezské","Modernizace øídícího systému jevištní techniky Divadla Antonína Dvoøáka","Moravská Ostrava a Pøívoz","Národní divadlo moravskoslezské",2022,2027,0,61200000,2000000,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,58600000,0,58600000,0,
"0507/19","3412","6313",3,"Sportovní a rekreaèní zaøízení mìsta Ostravy, s.r.o.","Rekonstrukce bazénové haly KBOP","Poruba","Sportovní a rekreaèní zaøízení mìsta Ostravy, s.r.o.",2027,2027,0,85000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85000000,0,85000000,0,
"0106/20","2143","6313",1,"Èerná louka s.r.o.","Repase ocelovıch konstrukcí pavilon A PO nové normy","statutární mìsto Ostrava","Èerná louka s.r.o.",2025,2027,0,5300000,0,0,0,0,0,0,0,0,0,2300000,0,2300000,2800000,0,2800000,200000,0,200000,0,
"0161/20","2310","6121",2,"odbor investièní (ORJ 230)","Stavba studny D 8, prameništì Dubí","Ostrava - Jih","Magistrát mìsta Ostravy",2019,2027,0,15570000,607000,0,0,0,0,0,0,0,0,78000,365000,443000,1260000,6000000,7260000,1260000,6000000,7260000,0,
"0239/19","2321","6121",1,"odbor investièní (ORJ 230)","Odstranìní septiku v ul. Na Lišèinì a rekonstrukce vodovodu ul. Baantí","Slezská Ostrava","Magistrát mìsta Ostravy",2017,2026,0,92699160,1242160,1592000,1861000,1861000,0,0,0,0,0,6510000,31000000,37510000,8764000,41730000,50494000,0,0,0,0,
"0252/22","3631","6121",3,"odbor investièní (ORJ 230)","Doplnìní VO Holandská","Michálkovice","Magistrát mìsta Ostravy",2021,2024,0,361709,57000,299709,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0162/21","4350","6351",1,"Domov pro seniory Kamenec, Slezská Ostrava","Instalace pojízdnıch automatickıch dveøí u vchodu do multifunkèní místnosti","Slezská Ostrava","Magistrát mìsta Ostravy",2024,2024,0,400000,0,0,400000,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0313/22","2310","6121",1,"odbor investièní (ORJ 230)","Rek vodovodu ul. L. Ševèíka","Mariánské Hory a Hulváky","Magistrát mìsta Ostravy",2022,2025,0,5700000,230000,202000,4072000,200000,672000,0,3200000,0,0,0,1196000,1196000,0,0,0,0,0,0,0,
"0533/19","2321","6121",2,"odbor investièní (ORJ 230)","Rekonstrukce vodovodu a kanalizace v ul. Rostislavova","Vítkovice","Magistrát mìsta Ostravy",2019,2024,0,28795350,1069350,15638000,12088000,12080000,2000,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,
"0533/19","2310","6121",2,"odbor investièní (ORJ 230)","Rekonstrukce vodovodu a kanalizace v ul. Rostislavova","Vítkovice","Magistrát mìsta Ostravy",2019,2024,0,4674000,0,0,4674000,4674000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0533/19","2212","6121",2,"odbor investièní (ORJ 230)","Rekonstrukce vodovodu a kanalizace v ul. Rostislavova","Vítkovice","Magistrát mìsta Ostravy",2019,2024,0,5343000,0,0,5343000,5343000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0638/19","3412","6313",1,"odbor sportu (ORJ 161)","Multifunkèní sportovní hala (na ulici U stadionu)","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2021,2026,0,610000000,0,80000000,245000000,0,35000000,0,0,0,210000000,95000000,120000000,215000000,70000000,0,70000000,0,0,0,0,
"1110/19","3631","6121",1,"odbor investièní (ORJ 230)","Veøejné osvìtlení Ostrava - Heømanice, ul. Poární","Slezská Ostrava","Magistrát mìsta Ostravy",2017,2024,0,1641249,238249,0,1403000,1403000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0177/19","2321","6121",1,"odbor investièní (ORJ 230)","ÚÈOV zahuštìní pøebyteèného kalu","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2021,2025,0,41730940,1411940,1999000,14120000,11700000,420000,0,2000000,0,0,4200000,20000000,24200000,0,0,0,0,0,0,0,
"0347/22","6330","6363",1,"MOb Hrabová","Virtuální realita ve vıuce na Základní škole, Ostrava-Hrabová","Hrabová","MOb Hrabová",2022,2025,11215260,12978900,236000,181500,0,0,0,0,0,0,0,11305260,1256140,12561400,0,0,0,0,0,0,0,
"1199/19","6171","6125",3,"odbor projektù IT slueb a outsourcingu - oblast GIS (ORJ 134),odbor projektù IT slueb a outsourcingu (ORJ 133) ","Upgrade a rozvoj technologické infrastruktury ","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2027,2028,0,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,0,30000000,20000000,
"0035/23","6330","6363",1,"MOb Hrabová","TOP AIR Ostrava Hrabová","Hrabová","MOb Hrabová",2023,2024,2280870,2305350,0,2305350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0211/23","2310","6121",1,"odbor investièní (ORJ 230)","Rekonstrukce vodovodu v Pøívoze, oblast Dobrovského","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2023,2027,0,9028000,0,0,400000,0,70000,0,330000,0,0,70000,330000,400000,1428000,6800000,8228000,0,0,0,0,
"0050/23","2321","6121",2,"odbor investièní (ORJ 230)","Modernizace øídicího systému ÈSOV - II. etapa","Martinov,Plesná,Polanka nad Odrou,Slezská Ostrava,Tøebovice","Magistrát mìsta Ostravy",2023,2024,0,1781500,0,181500,1600000,330000,221000,0,1049000,0,0,0,0,0,0,0,0,0,0,0,0,
"0123/21","3312","6351",3,"Janáèkova filharmonie Ostrava","Klavír zn. Bösendorfer","Moravská Ostrava a Pøívoz","Janáèkova filharmonie Ostrava",2027,2027,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,500000,2000000,0,
"0158/23","4357","6351",1,"Ètyølístek - centrum pro osoby se zdr. postiením Ostrava","Revitalizace zahrady a vybudování nového pøíslušenství pøi domovì pro osoby se zdravotním postiením na ul. E. Rošického v Ostravì-Svinovì","Svinov","Ètyølístek - centrum pro osoby se zdr. postiením Ostrava",2025,2025,0,500000,0,0,0,0,0,0,0,0,0,500000,0,500000,0,0,0,0,0,0,0,
"0272/22","6330","6363",1,"MOb Michálkovice","Stavba nové konstrukce místní komunikace Studnièkova vè. odvodnìní","Michálkovice","MOb Michálkovice",2022,2025,0,3106000,6000,0,0,0,0,0,0,0,0,2400000,700000,3100000,0,0,0,0,0,0,0,
"0277/19","2310","6121",2,"odbor investièní (ORJ 230)","Rekonstrukce vodovodu ul. Fráni Šrámka","Mariánské Hory a Hulváky","Magistrát mìsta Ostravy",2018,2024,0,7361000,343000,0,7018000,0,1218000,0,5800000,0,0,0,0,0,0,0,0,0,0,0,0,
"0180/19","2321","6121",1,"odbor investièní (ORJ 230)","Kanalizace Kunèice a Kunèièky","Slezská Ostrava","Magistrát mìsta Ostravy",2020,2027,850000000,951225916,15877916,2420000,24630000,3420000,210000,0,1000000,20000000,0,0,336878000,336878000,0,250000000,250000000,0,321420000,321420000,0,
"0673/19","4350","6351",1,"Domov Slunovrat, Ostrava-Pøívoz","II. etapa rekonstrukce vnitøního osvìtlení v Domovì Slunovrat","Moravská Ostrava a Pøívoz","Domov Slunovrat, Ostrava-Pøívoz",2024,2024,0,950000,0,0,950000,0,950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0221/23","2219","6121",1,"Zoologická zahrada a botanickı park Ostrava","Vybudování odstavného parkovištì pro ZOO Ostrava","Slezská Ostrava","Magistrát mìsta Ostravy",2023,2025,0,11400000,0,400000,1000000,0,1000000,0,0,0,0,10000000,0,10000000,0,0,0,0,0,0,0,
"0243/23","5522","6121",1,"Hasièskı záchrannı sbor Moravskoslezského kraje","IVC Ostrava - Zábøeh - PD ve stupni pro DPS - revitalizace fasády celkù A a E + H","Ostrava - Jih","Magistrát mìsta Ostravy",2025,2025,0,350000,0,0,0,0,0,0,0,0,0,350000,0,350000,0,0,0,0,0,0,0,
"0514/19","4357","6351",1,"Domov Sluníèko, Ostrava-Vítkovice","Vımìna oken v objektu budovy B  Domov Sluníèko","Vítkovice","Domov Sluníèko, Ostrava-Vítkovice",2024,2025,2500000,2500000,0,0,2200000,0,2200000,0,0,0,0,300000,0,300000,0,0,0,0,0,0,0,
"0195/23","2321","6121",1,"odbor investièní (ORJ 230)","Èujkovova - Krylovova - rekonstrukce vodovodu a kanalizace","Ostrava - Jih","Magistrát mìsta Ostravy",2023,2025,0,3293670,0,60500,962000,139000,143000,0,680000,0,0,391020,1880150,2271170,0,0,0,0,0,0,0,
"0263/19","2310","6121",2,"odbor investièní (ORJ 230)","Ul. Vinièná a Vinohrad - rekonstrukce vodovodu + kanalizace","Stará Bìlá","Magistrát mìsta Ostravy",2018,2028,0,2500000,0,0,0,0,0,0,0,0,0,0,100000,100000,0,100000,100000,0,100000,100000,2200000,
"0263/19","2321","6121",2,"odbor investièní (ORJ 230)","Ul. Vinièná a Vinohrad - rekonstrukce vodovodu + kanalizace","Stará Bìlá","Magistrát mìsta Ostravy",2018,2028,0,24600000,983000,480000,700000,700000,0,0,0,0,0,0,100000,100000,0,100000,100000,0,2000000,2000000,20237000,
"0212/22","3522","6351",1,"Mìstská nemocnice Ostrava","Rekonstrukce telefonní ústøedny","Moravská Ostrava a Pøívoz","Mìstská nemocnice Ostrava",2026,2026,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,8000000,8000000,0,0,0,0,
"0087/20","3745","6121",1,"odbor investièní (ORJ 230)","Revitalizace Tylova sadu","Slezská Ostrava","Magistrát mìsta Ostravy",2020,2024,13480168,12223590,845590,2079000,9099000,6886000,2213000,0,0,0,0,200000,0,200000,0,0,0,0,0,0,0,
"0316/23","6330","6363",1,"MOb Moravská Ostrava a Pøívoz","Regenerace sídlištì Fifejdy II - iX. etapa","Moravská Ostrava a Pøívoz","MOb Moravská Ostrava a Pøívoz",2027,2027,0,25000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500000,12500000,25000000,0,
"0934/19","3392","6313",4,"AKORD & POKLAD, s.r.o.","Rekonstrukce 4. nadzemního podlaí Akord","Ostrava - Jih","AKORD & POKLAD, s.r.o.",2025,2026,0,4500000,0,0,0,0,0,0,0,0,0,0,200000,200000,4300000,0,4300000,0,0,0,0,
"0422/19","3612","6121",1,"odbor investièní (ORJ 230)","Novostavba bytového domu Kostelní - Biskupská v Ostravì","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2018,2027,0,217108070,3660630,4521940,6062000,3181000,2881000,0,0,0,0,42863500,0,42863500,80000000,0,80000000,80000000,0,80000000,0,
"1086/19","3741","6351",1,"Zoologická zahrada a botanickı park Ostrava","Hospodáøskı objekt a krmná zvíøata v ZOO Ostrava","Slezská Ostrava","Zoologická zahrada a botanickı park Ostrava",2018,2025,0,37440213,740213,0,0,0,0,0,0,0,0,34700000,2000000,36700000,0,0,0,0,0,0,0,
"0318/23","3311","6351",1,"Národní divadlo moravskoslezské","Pøíprava projektové dokumentace - revitalizace vnitrobloku DJM ","Moravská Ostrava a Pøívoz","Národní divadlo moravskoslezské",2025,2025,0,25000000,0,0,12000000,0,12000000,0,0,0,0,13000000,0,13000000,0,0,0,0,0,0,0,
"1022/19","6330","6363",1,"MOb Svinov","Sanace, hydroizolace bytového domu è.p. 256 ul. Bílovecká ","Svinov","MOb Svinov",2023,2024,0,3112530,0,915530,2197000,2197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0819/19","6330","6363",2,"MOb Slezská Ostrava","Regenerace sídlištì Kamenec - II. etapa","Slezská Ostrava","MOb Slezská Ostrava",2017,2025,0,13384700,84700,0,0,0,0,0,0,0,0,9310000,3990000,13300000,0,0,0,0,0,0,0,
"0254/21","2271","6121",2,"odbor investièní (ORJ 230)","Pøednádraí Ostrava-Pøívoz, dopravní øešení a veøejnı prostor ","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2022,2030,220574872,1980037100,0,3037100,5000000,0,5000000,0,0,0,0,70000000,0,70000000,55000000,0,55000000,262000000,0,262000000,1585000000,
"0145/19","2310","6121",2,"odbor investièní (ORJ 230)","Kanalizace Nová Ves - ul. Rolnická a rek. Vodovodu ul. U Boøíka","Nová Ves","Magistrát mìsta Ostravy",2016,2028,0,10900000,0,0,97000,0,17000,0,80000,0,0,0,100000,100000,0,100000,100000,0,10603000,10603000,0,
"0145/19","2321","6121",2,"odbor investièní (ORJ 230)","Kanalizace Nová Ves - ul. Rolnická a rek. Vodovodu ul. U Boøíka","Nová Ves","Magistrát mìsta Ostravy",2016,2028,0,6500000,865000,0,97000,0,17000,0,80000,0,0,0,100000,100000,0,100000,100000,0,5338000,5338000,0,
"0384/19","3322","6121",1,"odbor investièní (ORJ 230)","Vila  Na Zapadlém (Grossmanova vila) - rekonstrukce","Moravská Ostrava a Pøívoz","Magistrát mìsta Ostravy",2016,2024,125120000,149113367,37774498,77583869,33755000,0,33755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0745/19","2271","6121",1,"odbor dopravy (ORJ 100)","Prvky zvıšení bezpeènosti veøejné dopravy ","statutární mìsto Ostrava","Magistrát mìsta Ostravy",2025,2027,0,17500000,0,0,1500000,0,1500000,0,0,0,0,5000000,0,5000000,6000000,0,6000000,5000000,0,5000000,0,
"0119/22","6330","6363",1,"MOb Krásné Pole","Fotovoltaická elektrárna na sportovní hale ","Krásné Pole","MOb Krásné Pole",2023,2025,0,1600000,0,100000,750000,0,600000,0,0,0,150000,0,750000,750000,0,0,0,0,0,0,0,
"0336/23","6330","6363",1,"MOb Radvanice a Bartovice","Rekonstrukce a rozšíøení stávajícího høištì pro školu a veøejnost u ZŠ Trnkovecká","Radvanice a Bartovice","MOb Radvanice a Bartovice",2024,2024,0,6000000,0,0,6000000,0,4200000,0,0,0,1800000,0,0,0,0,0,0,0,0,0,0,
"1210/19","3631","6121",1,"odbor investièní (ORJ 230)","VO Hraneèník, Slezská Ostrava","Slezská Ostrava","Magistrát mìsta Ostravy",2018,2024,0,589263,109263,0,480000,0,480000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0127/18","6330","6363",2,"MOb Nová Ves","Rekonstrukce izolace budovy ÚMOb, ploch","Nová Ves","MOb Nová Ves",2025,2026,0,4000000,0,0,0,0,0,0,0,0,0,1600000,400000,2000000,1600000,400000,2000000,0,0,0,0,
"0146/23","6330","6363",2,"MOb Slezská Ostrava","Regenerace bytového fondu Mírová Osada - V. etapa (Konìvova è.p.249/22)","Slezská Ostrava","MOb Slezská Ostrava",2024,2025,686730,4778226,0,0,0,0,0,0,0,0,0,0,4778226,4778226,0,0,0,0,0,0,0,
"0229/19","2219","6121",1,"odbor investièní (ORJ 230)","Cyklistická trasa J,V - úsek Radvanice - Michálkovice","Michálkovice,Radvanice a Bartovice","Magistrát mìsta Ostravy",2017,2024,0,8674220,7587720,581500,505000,505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"0644/19","6330","6363",1,"MOb Hrabová","Rozšíøení školní druiny ZŠ Paskovská","Hrabová","MOb Hrabová",2017,2024,0,18213697,433197,10780500,7000000,7000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
