Datum,Stanice,Třída objektu,Počet
01.03.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,35
01.03.2024 8:00,Bohumínská x 28. října - směr Přívoz,Ostatní,223
01.03.2024 8:00,Hlučínská x Slovenská - od Švermy,Ostatní,239
01.03.2024 8:00,Hlučínská x Slovenská - od Přívozu,Ostatní,93
01.03.2024 8:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,63
01.03.2024 8:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,53
01.03.2024 8:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,8
01.03.2024 9:00,Novinářská x 28. října - od Fifejd,Ostatní,261
01.03.2024 9:00,Novinářská x 28. října - od Fifejd,Velké,1
01.03.2024 9:00,Novinářská x 28. října - od Vítkovic,Ostatní,216
01.03.2024 9:00,Novinářská x 28. října - od Vítkovic,Velké,3
01.03.2024 9:00,Novinářská x 28. října - od centra,Ostatní,159
01.03.2024 9:00,Novinářská x 28. října - od centra,Velké,2
01.03.2024 9:00,Novinářská x 28. října - od Poruby,Ostatní,292
01.03.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,57
01.03.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,34
01.03.2024 9:00,Bohumínská x 28. října - směr Přívoz,Ostatní,173
01.03.2024 9:00,Hlučínská x Slovenská - od Švermy,Ostatní,282
01.03.2024 9:00,Hlučínská x Slovenská - od Přívozu,Ostatní,93
01.03.2024 9:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,61
01.03.2024 9:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
01.03.2024 9:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,94
01.03.2024 9:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,5
01.03.2024 10:00,Novinářská x 28. října - od Fifejd,Ostatní,291
01.03.2024 10:00,Novinářská x 28. října - od Fifejd,Velké,2
01.03.2024 10:00,Novinářská x 28. října - od Vítkovic,Ostatní,248
01.03.2024 10:00,Novinářská x 28. října - od Vítkovic,Velké,2
01.03.2024 10:00,Novinářská x 28. října - od centra,Ostatní,161
01.03.2024 10:00,Novinářská x 28. října - od Poruby,Ostatní,265
01.03.2024 10:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,59
01.03.2024 10:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,39
01.03.2024 10:00,Bohumínská x 28. října - směr Přívoz,Ostatní,210
01.03.2024 10:00,Hlučínská x Slovenská - od Švermy,Ostatní,249
01.03.2024 10:00,Hlučínská x Slovenská - od Přívozu,Ostatní,98
01.03.2024 10:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,58
01.03.2024 10:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,71
01.03.2024 10:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,9
01.03.2024 11:00,Novinářská x 28. října - od Fifejd,Ostatní,310
01.03.2024 11:00,Novinářská x 28. října - od Vítkovic,Ostatní,264
01.03.2024 11:00,Novinářská x 28. října - od Vítkovic,Velké,2
01.03.2024 11:00,Novinářská x 28. října - od centra,Ostatní,196
01.03.2024 11:00,Novinářská x 28. října - od Poruby,Ostatní,340
01.03.2024 11:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,64
01.03.2024 11:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,32
01.03.2024 11:00,Bohumínská x 28. října - směr Přívoz,Ostatní,210
01.03.2024 11:00,Hlučínská x Slovenská - od Švermy,Ostatní,211
01.03.2024 11:00,Hlučínská x Slovenská - od Přívozu,Ostatní,112
01.03.2024 11:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,63
01.03.2024 11:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
01.03.2024 11:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,42
01.03.2024 11:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,2
01.03.2024 12:00,Novinářská x 28. října - od Fifejd,Ostatní,350
01.03.2024 12:00,Novinářská x 28. října - od Fifejd,Velké,3
01.03.2024 12:00,Novinářská x 28. října - od Vítkovic,Ostatní,273
01.03.2024 12:00,Novinářská x 28. října - od Vítkovic,Velké,3
01.03.2024 12:00,Novinářská x 28. října - od centra,Ostatní,186
01.03.2024 12:00,Novinářská x 28. října - od Poruby,Ostatní,302
01.03.2024 12:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,85
01.03.2024 12:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,26
01.03.2024 12:00,Bohumínská x 28. října - směr Přívoz,Ostatní,230
01.03.2024 12:00,Hlučínská x Slovenská - od Švermy,Ostatní,196
01.03.2024 12:00,Hlučínská x Slovenská - od Přívozu,Ostatní,123
01.03.2024 12:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,86
01.03.2024 12:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,29
01.03.2024 12:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,2
01.03.2024 13:00,Novinářská x 28. října - od Fifejd,Ostatní,218
01.03.2024 13:00,Novinářská x 28. října - od Fifejd,Velké,1
01.03.2024 13:00,Novinářská x 28. října - od Vítkovic,Ostatní,148
01.03.2024 13:00,Novinářská x 28. října - od Vítkovic,Velké,1
01.03.2024 13:00,Novinářská x 28. října - od centra,Ostatní,60
01.03.2024 13:00,Novinářská x 28. října - od Poruby,Ostatní,127
01.03.2024 13:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,79
01.03.2024 13:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,36
01.03.2024 13:00,Bohumínská x 28. října - směr Přívoz,Ostatní,231
01.03.2024 13:00,Hlučínská x Slovenská - od Švermy,Ostatní,223
01.03.2024 13:00,Hlučínská x Slovenská - od Přívozu,Ostatní,123
01.03.2024 13:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,68
01.03.2024 13:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
01.03.2024 13:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,29
01.03.2024 13:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,4
01.03.2024 14:00,Novinářská x 28. října - od Fifejd,Ostatní,230
01.03.2024 14:00,Novinářská x 28. října - od Fifejd,Velké,1
01.03.2024 14:00,Novinářská x 28. října - od Vítkovic,Ostatní,178
01.03.2024 14:00,Novinářská x 28. října - od Vítkovic,Velké,2
01.03.2024 14:00,Novinářská x 28. října - od centra,Ostatní,88
01.03.2024 14:00,Novinářská x 28. října - od Poruby,Ostatní,152
01.03.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,103
01.03.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,38
01.03.2024 14:00,Bohumínská x 28. října - směr Přívoz,Ostatní,168
01.03.2024 14:00,Hlučínská x Slovenská - od Švermy,Ostatní,275
01.03.2024 14:00,Hlučínská x Slovenská - od Přívozu,Ostatní,247
01.03.2024 14:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,100
01.03.2024 14:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,28
01.03.2024 14:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,9
01.03.2024 15:00,Novinářská x 28. října - od Fifejd,Ostatní,252
01.03.2024 15:00,Novinářská x 28. října - od Vítkovic,Ostatní,173
01.03.2024 15:00,Novinářská x 28. října - od Vítkovic,Velké,3
01.03.2024 15:00,Novinářská x 28. října - od centra,Ostatní,100
01.03.2024 15:00,Novinářská x 28. října - od Poruby,Ostatní,169
01.03.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,167
01.03.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,50
01.03.2024 15:00,Bohumínská x 28. října - směr Přívoz,Ostatní,218
01.03.2024 15:00,Hlučínská x Slovenská - od Švermy,Ostatní,377
01.03.2024 15:00,Hlučínská x Slovenská - od Přívozu,Ostatní,329
01.03.2024 15:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,99
01.03.2024 15:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
01.03.2024 15:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,33
01.03.2024 15:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,12
01.03.2024 16:00,Novinářská x 28. října - od Fifejd,Ostatní,196
01.03.2024 16:00,Novinářská x 28. října - od Fifejd,Velké,1
01.03.2024 16:00,Novinářská x 28. října - od Vítkovic,Ostatní,132
01.03.2024 16:00,Novinářská x 28. října - od Vítkovic,Velké,2
01.03.2024 16:00,Novinářská x 28. října - od centra,Ostatní,61
01.03.2024 16:00,Novinářská x 28. října - od centra,Velké,1
01.03.2024 16:00,Novinářská x 28. října - od Poruby,Ostatní,127
01.03.2024 16:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,98
01.03.2024 16:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,46
01.03.2024 16:00,Bohumínská x 28. října - směr Přívoz,Ostatní,99
01.03.2024 16:00,Hlučínská x Slovenská - od Švermy,Ostatní,275
01.03.2024 16:00,Hlučínská x Slovenská - od Přívozu,Ostatní,217
01.03.2024 16:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,92
01.03.2024 16:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
01.03.2024 16:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,23
01.03.2024 16:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,5
01.03.2024 17:00,Novinářská x 28. října - od Fifejd,Ostatní,128
01.03.2024 17:00,Novinářská x 28. října - od Vítkovic,Ostatní,90
01.03.2024 17:00,Novinářská x 28. října - od Vítkovic,Velké,4
01.03.2024 17:00,Novinářská x 28. října - od centra,Ostatní,34
01.03.2024 17:00,Novinářská x 28. října - od Poruby,Ostatní,51
01.03.2024 17:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,31
01.03.2024 17:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,42
01.03.2024 17:00,Bohumínská x 28. října - směr Přívoz,Ostatní,59
01.03.2024 17:00,Hlučínská x Slovenská - od Švermy,Ostatní,191
01.03.2024 17:00,Hlučínská x Slovenská - od Přívozu,Ostatní,84
01.03.2024 17:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,68
01.03.2024 17:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,3
01.03.2024 17:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,5
01.03.2024 17:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,4
01.03.2024 18:00,Novinářská x 28. října - od Fifejd,Ostatní,57
01.03.2024 18:00,Novinářská x 28. října - od Vítkovic,Ostatní,58
01.03.2024 18:00,Novinářská x 28. října - od centra,Ostatní,6
01.03.2024 18:00,Novinářská x 28. října - od Poruby,Ostatní,34
01.03.2024 18:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,31
01.03.2024 18:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,31
01.03.2024 18:00,Bohumínská x 28. října - směr Přívoz,Ostatní,5
01.03.2024 18:00,Hlučínská x Slovenská - od Švermy,Ostatní,167
01.03.2024 18:00,Hlučínská x Slovenská - od Přívozu,Ostatní,81
01.03.2024 18:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,21
01.03.2024 18:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,1
01.03.2024 18:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,1
01.03.2024 19:00,Novinářská x 28. října - od Fifejd,Ostatní,56
01.03.2024 19:00,Novinářská x 28. října - od Vítkovic,Ostatní,48
01.03.2024 19:00,Novinářská x 28. října - od centra,Ostatní,6
01.03.2024 19:00,Novinářská x 28. října - od Poruby,Ostatní,35
01.03.2024 19:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,32
01.03.2024 19:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,19
01.03.2024 19:00,Bohumínská x 28. října - směr Přívoz,Ostatní,4
01.03.2024 19:00,Hlučínská x Slovenská - od Švermy,Ostatní,108
01.03.2024 19:00,Hlučínská x Slovenská - od Přívozu,Ostatní,62
01.03.2024 19:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,16
01.03.2024 19:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,3
01.03.2024 19:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,6
01.03.2024 19:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,1
01.03.2024 20:00,Novinářská x 28. října - od Fifejd,Ostatní,41
01.03.2024 20:00,Novinářská x 28. října - od Fifejd,Velké,1
01.03.2024 20:00,Novinářská x 28. října - od Vítkovic,Ostatní,33
01.03.2024 20:00,Novinářská x 28. října - od Vítkovic,Velké,2
01.03.2024 20:00,Novinářská x 28. října - od centra,Ostatní,3
01.03.2024 20:00,Novinářská x 28. října - od Poruby,Ostatní,20
01.03.2024 20:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,19
01.03.2024 20:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,12
01.03.2024 20:00,Hlučínská x Slovenská - od Švermy,Ostatní,97
01.03.2024 20:00,Hlučínská x Slovenská - od Přívozu,Ostatní,26
01.03.2024 20:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,22
01.03.2024 20:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,4
01.03.2024 20:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,1
01.03.2024 20:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,2
01.03.2024 21:00,Novinářská x 28. října - od Fifejd,Ostatní,33
01.03.2024 21:00,Novinářská x 28. října - od Vítkovic,Ostatní,10
01.03.2024 21:00,Novinářská x 28. října - od Vítkovic,Velké,3
01.03.2024 21:00,Novinářská x 28. října - od centra,Ostatní,1
01.03.2024 21:00,Novinářská x 28. října - od Poruby,Ostatní,16
01.03.2024 21:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,28
01.03.2024 21:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,16
01.03.2024 21:00,Hlučínská x Slovenská - od Švermy,Ostatní,39
01.03.2024 21:00,Hlučínská x Slovenská - od Přívozu,Ostatní,31
01.03.2024 21:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,17
01.03.2024 21:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,3
01.03.2024 21:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,4
01.03.2024 22:00,Novinářská x 28. října - od Fifejd,Ostatní,57
01.03.2024 22:00,Novinářská x 28. října - od Fifejd,Velké,2
01.03.2024 22:00,Novinářská x 28. října - od Vítkovic,Ostatní,20
01.03.2024 22:00,Novinářská x 28. října - od Vítkovic,Velké,2
01.03.2024 22:00,Novinářská x 28. října - od centra,Ostatní,2
01.03.2024 22:00,Novinářská x 28. října - od Poruby,Ostatní,9
01.03.2024 22:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,13
01.03.2024 22:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,18
01.03.2024 22:00,Hlučínská x Slovenská - od Švermy,Ostatní,47
01.03.2024 22:00,Hlučínská x Slovenská - od Přívozu,Ostatní,19
01.03.2024 22:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,32
01.03.2024 22:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,8
01.03.2024 23:00,Novinářská x 28. října - od Fifejd,Ostatní,55
01.03.2024 23:00,Novinářská x 28. října - od Vítkovic,Ostatní,12
01.03.2024 23:00,Novinářská x 28. října - od Vítkovic,Velké,1
01.03.2024 23:00,Novinářská x 28. října - od centra,Ostatní,2
01.03.2024 23:00,Novinářská x 28. října - od Poruby,Ostatní,8
01.03.2024 23:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,16
01.03.2024 23:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,7
01.03.2024 23:00,Hlučínská x Slovenská - od Švermy,Ostatní,38
01.03.2024 23:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,14
01.03.2024 23:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,9
02.03.2024 0:00,Novinářská x 28. října - od Fifejd,Ostatní,13
02.03.2024 0:00,Novinářská x 28. října - od Vítkovic,Ostatní,4
02.03.2024 0:00,Novinářská x 28. října - od Poruby,Ostatní,1
02.03.2024 0:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,2
02.03.2024 0:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,4
02.03.2024 0:00,Hlučínská x Slovenská - od Švermy,Ostatní,16
02.03.2024 0:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,13
02.03.2024 0:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,4
02.03.2024 0:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,1
02.03.2024 1:00,Novinářská x 28. října - od Fifejd,Ostatní,12
02.03.2024 1:00,Novinářská x 28. října - od Vítkovic,Ostatní,1
02.03.2024 1:00,Novinářská x 28. října - od centra,Ostatní,1
02.03.2024 1:00,Novinářská x 28. října - od Poruby,Ostatní,3
02.03.2024 1:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,2
02.03.2024 1:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,5
02.03.2024 1:00,Hlučínská x Slovenská - od Švermy,Ostatní,9
02.03.2024 1:00,Hlučínská x Slovenská - od Přívozu,Ostatní,1
02.03.2024 1:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,13
02.03.2024 1:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,5
02.03.2024 2:00,Novinářská x 28. října - od Fifejd,Ostatní,8
02.03.2024 2:00,Novinářská x 28. října - od Vítkovic,Ostatní,2
02.03.2024 2:00,Novinářská x 28. října - od Poruby,Ostatní,2
02.03.2024 2:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,3
02.03.2024 2:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,3
02.03.2024 2:00,Hlučínská x Slovenská - od Švermy,Ostatní,11
02.03.2024 2:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,4
02.03.2024 2:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,3
02.03.2024 3:00,Novinářská x 28. října - od Fifejd,Ostatní,10
02.03.2024 3:00,Novinářská x 28. října - od Vítkovic,Ostatní,3
02.03.2024 3:00,Novinářská x 28. října - od Poruby,Ostatní,2
02.03.2024 3:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,3
02.03.2024 3:00,Hlučínská x Slovenská - od Švermy,Ostatní,6
02.03.2024 3:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,2
02.03.2024 3:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,3
02.03.2024 4:00,Novinářská x 28. října - od Fifejd,Ostatní,9
02.03.2024 4:00,Novinářská x 28. října - od Vítkovic,Ostatní,4
02.03.2024 4:00,Novinářská x 28. října - od Poruby,Ostatní,1
02.03.2024 4:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,5
02.03.2024 4:00,Hlučínská x Slovenská - od Švermy,Ostatní,9
02.03.2024 4:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,4
02.03.2024 5:00,Novinářská x 28. října - od Fifejd,Ostatní,27
02.03.2024 5:00,Novinářská x 28. října - od Fifejd,Velké,1
02.03.2024 5:00,Novinářská x 28. října - od Vítkovic,Ostatní,7
02.03.2024 5:00,Novinářská x 28. října - od Vítkovic,Velké,1
02.03.2024 5:00,Novinářská x 28. října - od centra,Ostatní,2
02.03.2024 5:00,Novinářská x 28. října - od Poruby,Ostatní,4
02.03.2024 5:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,9
02.03.2024 5:00,Hlučínská x Slovenská - od Švermy,Ostatní,15
02.03.2024 5:00,Hlučínská x Slovenská - od Přívozu,Ostatní,10
02.03.2024 5:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,3
02.03.2024 5:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,4
02.03.2024 6:00,Novinářská x 28. října - od Fifejd,Ostatní,23
02.03.2024 6:00,Novinářská x 28. října - od Fifejd,Velké,1
02.03.2024 6:00,Novinářská x 28. října - od Vítkovic,Ostatní,13
02.03.2024 6:00,Novinářská x 28. října - od Vítkovic,Velké,1
02.03.2024 6:00,Novinářská x 28. října - od centra,Velké,1
02.03.2024 6:00,Novinářská x 28. října - od Poruby,Ostatní,4
02.03.2024 6:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,3
02.03.2024 6:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,8
02.03.2024 6:00,Hlučínská x Slovenská - od Švermy,Ostatní,61
02.03.2024 6:00,Hlučínská x Slovenská - od Přívozu,Ostatní,21
02.03.2024 6:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,5
02.03.2024 6:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
02.03.2024 6:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,1
02.03.2024 6:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,1
02.03.2024 7:00,Novinářská x 28. října - od Fifejd,Ostatní,50
02.03.2024 7:00,Novinářská x 28. října - od Vítkovic,Ostatní,28
02.03.2024 7:00,Novinářská x 28. října - od Vítkovic,Velké,2
02.03.2024 7:00,Novinářská x 28. října - od centra,Ostatní,5
02.03.2024 7:00,Novinářská x 28. října - od Poruby,Ostatní,29
02.03.2024 7:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,7
02.03.2024 7:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,14
02.03.2024 7:00,Bohumínská x 28. října - směr Přívoz,Ostatní,69
02.03.2024 7:00,Hlučínská x Slovenská - od Švermy,Ostatní,152
02.03.2024 7:00,Hlučínská x Slovenská - od Přívozu,Ostatní,43
02.03.2024 7:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,12
02.03.2024 7:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,4
02.03.2024 8:00,Novinářská x 28. října - od Fifejd,Ostatní,57
02.03.2024 8:00,Novinářská x 28. října - od Vítkovic,Ostatní,32
02.03.2024 8:00,Novinářská x 28. října - od Vítkovic,Velké,1
02.03.2024 8:00,Novinářská x 28. října - od centra,Ostatní,6
02.03.2024 8:00,Novinářská x 28. října - od Poruby,Ostatní,41
02.03.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,14
02.03.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,16
02.03.2024 8:00,Bohumínská x 28. října - směr Přívoz,Ostatní,53
02.03.2024 8:00,Hlučínská x Slovenská - od Švermy,Ostatní,167
02.03.2024 8:00,Hlučínská x Slovenská - od Přívozu,Ostatní,54
02.03.2024 8:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,20
02.03.2024 8:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
02.03.2024 8:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,20
02.03.2024 8:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,13
02.03.2024 9:00,Novinářská x 28. října - od Fifejd,Ostatní,96
02.03.2024 9:00,Novinářská x 28. října - od Vítkovic,Ostatní,58
02.03.2024 9:00,Novinářská x 28. října - od Vítkovic,Velké,2
02.03.2024 9:00,Novinářská x 28. října - od centra,Ostatní,14
02.03.2024 9:00,Novinářská x 28. října - od Poruby,Ostatní,56
02.03.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,29
02.03.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,18
02.03.2024 9:00,Bohumínská x 28. října - směr Přívoz,Ostatní,76
02.03.2024 9:00,Hlučínská x Slovenská - od Švermy,Ostatní,254
02.03.2024 9:00,Hlučínská x Slovenská - od Přívozu,Ostatní,62
02.03.2024 9:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,19
02.03.2024 9:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,46
02.03.2024 9:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,29
02.03.2024 10:00,Novinářská x 28. října - od Fifejd,Ostatní,91
02.03.2024 10:00,Novinářská x 28. října - od Vítkovic,Ostatní,85
02.03.2024 10:00,Novinářská x 28. října - od Vítkovic,Velké,1
02.03.2024 10:00,Novinářská x 28. října - od centra,Ostatní,22
02.03.2024 10:00,Novinářská x 28. října - od Poruby,Ostatní,57
02.03.2024 10:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,41
02.03.2024 10:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,16
02.03.2024 10:00,Bohumínská x 28. října - směr Přívoz,Ostatní,116
02.03.2024 10:00,Hlučínská x Slovenská - od Švermy,Ostatní,304
02.03.2024 10:00,Hlučínská x Slovenská - od Přívozu,Ostatní,105
02.03.2024 10:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,27
02.03.2024 10:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,3
02.03.2024 10:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,7
02.03.2024 11:00,Novinářská x 28. října - od Fifejd,Ostatní,100
02.03.2024 11:00,Novinářská x 28. října - od Vítkovic,Ostatní,83
02.03.2024 11:00,Novinářská x 28. října - od Vítkovic,Velké,1
02.03.2024 11:00,Novinářská x 28. října - od centra,Ostatní,16
02.03.2024 11:00,Novinářská x 28. října - od Poruby,Ostatní,84
02.03.2024 11:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,37
02.03.2024 11:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,17
02.03.2024 11:00,Bohumínská x 28. října - směr Přívoz,Ostatní,68
02.03.2024 11:00,Hlučínská x Slovenská - od Švermy,Ostatní,248
02.03.2024 11:00,Hlučínská x Slovenská - od Přívozu,Ostatní,93
02.03.2024 11:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,36
02.03.2024 11:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,14
02.03.2024 11:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,16
02.03.2024 12:00,Novinářská x 28. října - od Fifejd,Ostatní,90
02.03.2024 12:00,Novinářská x 28. října - od Vítkovic,Ostatní,72
02.03.2024 12:00,Novinářská x 28. října - od Vítkovic,Velké,1
02.03.2024 12:00,Novinářská x 28. října - od centra,Ostatní,28
02.03.2024 12:00,Novinářská x 28. října - od Poruby,Ostatní,80
02.03.2024 12:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,43
02.03.2024 12:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,17
02.03.2024 12:00,Bohumínská x 28. října - směr Přívoz,Ostatní,71
