Datum,Stanice,Třída objektu,Počet
15.02.2024 6:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,4
15.02.2024 7:00,Novinářská x 28. října - od Fifejd,Ostatní,278
15.02.2024 7:00,Novinářská x 28. října - od Fifejd,Velké,1
15.02.2024 7:00,Novinářská x 28. října - od Vítkovic,Ostatní,199
15.02.2024 7:00,Novinářská x 28. října - od Vítkovic,Velké,5
15.02.2024 7:00,Novinářská x 28. října - od centra,Ostatní,136
15.02.2024 7:00,Novinářská x 28. října - od Poruby,Ostatní,268
15.02.2024 7:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,28
15.02.2024 7:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,35
15.02.2024 7:00,Bohumínská x 28. října - směr Přívoz,Ostatní,70
15.02.2024 7:00,Hlučínská x Slovenská - od Švermy,Ostatní,153
15.02.2024 7:00,Hlučínská x Slovenská - od Přívozu,Ostatní,75
15.02.2024 7:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,53
15.02.2024 7:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
15.02.2024 7:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,13
15.02.2024 7:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,3
15.02.2024 8:00,Novinářská x 28. října - od Fifejd,Ostatní,301
15.02.2024 8:00,Novinářská x 28. října - od Fifejd,Velké,2
15.02.2024 8:00,Novinářská x 28. října - od Vítkovic,Ostatní,237
15.02.2024 8:00,Novinářská x 28. října - od Vítkovic,Velké,5
15.02.2024 8:00,Novinářská x 28. října - od centra,Ostatní,157
15.02.2024 8:00,Novinářská x 28. října - od centra,Velké,1
15.02.2024 8:00,Novinářská x 28. října - od Poruby,Ostatní,341
15.02.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,44
15.02.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,28
15.02.2024 8:00,Bohumínská x 28. října - směr Přívoz,Ostatní,277
15.02.2024 8:00,Hlučínská x Slovenská - od Švermy,Ostatní,252
15.02.2024 8:00,Hlučínská x Slovenská - od Přívozu,Ostatní,86
15.02.2024 8:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,50
15.02.2024 8:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
15.02.2024 8:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,26
15.02.2024 8:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,8
15.02.2024 9:00,Novinářská x 28. října - od Fifejd,Ostatní,296
15.02.2024 9:00,Novinářská x 28. října - od Fifejd,Velké,2
15.02.2024 9:00,Novinářská x 28. října - od Vítkovic,Ostatní,245
15.02.2024 9:00,Novinářská x 28. října - od Vítkovic,Velké,3
15.02.2024 9:00,Novinářská x 28. října - od centra,Ostatní,152
15.02.2024 9:00,Novinářská x 28. října - od centra,Velké,1
15.02.2024 9:00,Novinářská x 28. října - od Poruby,Ostatní,306
15.02.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,63
15.02.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,34
15.02.2024 9:00,Bohumínská x 28. října - směr Přívoz,Ostatní,293
15.02.2024 9:00,Hlučínská x Slovenská - od Švermy,Ostatní,236
15.02.2024 9:00,Hlučínská x Slovenská - od Přívozu,Ostatní,108
15.02.2024 9:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,60
15.02.2024 9:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
15.02.2024 9:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,20
15.02.2024 9:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,5
15.02.2024 10:00,Novinářská x 28. října - od Fifejd,Ostatní,323
15.02.2024 10:00,Novinářská x 28. října - od Fifejd,Velké,4
15.02.2024 10:00,Novinářská x 28. října - od Vítkovic,Ostatní,243
15.02.2024 10:00,Novinářská x 28. října - od Vítkovic,Velké,3
15.02.2024 10:00,Novinářská x 28. října - od centra,Ostatní,176
15.02.2024 10:00,Novinářská x 28. října - od centra,Velké,1
15.02.2024 10:00,Novinářská x 28. října - od Poruby,Ostatní,278
15.02.2024 10:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,69
15.02.2024 10:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,27
15.02.2024 10:00,Bohumínská x 28. října - směr Přívoz,Ostatní,190
15.02.2024 10:00,Hlučínská x Slovenská - od Švermy,Ostatní,330
15.02.2024 10:00,Hlučínská x Slovenská - od Přívozu,Ostatní,120
15.02.2024 10:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,61
15.02.2024 10:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
15.02.2024 10:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,19
15.02.2024 10:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,2
15.02.2024 11:00,Novinářská x 28. října - od Fifejd,Ostatní,334
15.02.2024 11:00,Novinářská x 28. října - od Fifejd,Velké,1
15.02.2024 11:00,Novinářská x 28. října - od Vítkovic,Ostatní,230
15.02.2024 11:00,Novinářská x 28. října - od Vítkovic,Velké,5
15.02.2024 11:00,Novinářská x 28. října - od centra,Ostatní,199
15.02.2024 11:00,Novinářská x 28. října - od Poruby,Ostatní,308
15.02.2024 11:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,51
15.02.2024 11:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,38
15.02.2024 11:00,Bohumínská x 28. října - směr Přívoz,Ostatní,129
15.02.2024 11:00,Hlučínská x Slovenská - od Švermy,Ostatní,242
15.02.2024 11:00,Hlučínská x Slovenská - od Přívozu,Ostatní,88
15.02.2024 11:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,70
15.02.2024 11:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,42
15.02.2024 11:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,3
15.02.2024 12:00,Novinářská x 28. října - od Fifejd,Ostatní,341
15.02.2024 12:00,Novinářská x 28. října - od Vítkovic,Ostatní,244
15.02.2024 12:00,Novinářská x 28. října - od Vítkovic,Velké,2
15.02.2024 12:00,Novinářská x 28. října - od centra,Ostatní,191
15.02.2024 12:00,Novinářská x 28. října - od centra,Velké,2
15.02.2024 12:00,Novinářská x 28. října - od Poruby,Ostatní,288
15.02.2024 12:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,69
15.02.2024 12:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,24
15.02.2024 12:00,Bohumínská x 28. října - směr Přívoz,Ostatní,133
15.02.2024 12:00,Hlučínská x Slovenská - od Švermy,Ostatní,214
15.02.2024 12:00,Hlučínská x Slovenská - od Přívozu,Ostatní,105
15.02.2024 12:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,72
15.02.2024 12:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,79
15.02.2024 12:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,8
15.02.2024 13:00,Novinářská x 28. října - od Fifejd,Ostatní,308
15.02.2024 13:00,Novinářská x 28. října - od Vítkovic,Ostatní,227
15.02.2024 13:00,Novinářská x 28. října - od Vítkovic,Velké,4
15.02.2024 13:00,Novinářská x 28. října - od centra,Ostatní,218
15.02.2024 13:00,Novinářská x 28. října - od centra,Velké,3
15.02.2024 13:00,Novinářská x 28. října - od Poruby,Ostatní,295
15.02.2024 13:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,73
15.02.2024 13:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,31
15.02.2024 13:00,Bohumínská x 28. října - směr Přívoz,Ostatní,184
15.02.2024 13:00,Hlučínská x Slovenská - od Švermy,Ostatní,255
15.02.2024 13:00,Hlučínská x Slovenská - od Přívozu,Ostatní,138
15.02.2024 13:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,76
15.02.2024 13:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
15.02.2024 13:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,75
15.02.2024 13:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,3
15.02.2024 14:00,Novinářská x 28. října - od Fifejd,Ostatní,364
15.02.2024 14:00,Novinářská x 28. října - od Fifejd,Velké,2
15.02.2024 14:00,Novinářská x 28. října - od Vítkovic,Ostatní,311
15.02.2024 14:00,Novinářská x 28. října - od Vítkovic,Velké,3
15.02.2024 14:00,Novinářská x 28. října - od centra,Ostatní,259
15.02.2024 14:00,Novinářská x 28. října - od centra,Velké,2
15.02.2024 14:00,Novinářská x 28. října - od Poruby,Ostatní,368
15.02.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,90
15.02.2024 14:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,40
15.02.2024 14:00,Bohumínská x 28. října - směr Přívoz,Ostatní,191
15.02.2024 14:00,Hlučínská x Slovenská - od Švermy,Ostatní,280
15.02.2024 14:00,Hlučínská x Slovenská - od Přívozu,Ostatní,148
15.02.2024 14:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,87
15.02.2024 14:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
15.02.2024 14:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,98
15.02.2024 14:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,3
15.02.2024 15:00,Novinářská x 28. října - od Fifejd,Ostatní,401
15.02.2024 15:00,Novinářská x 28. října - od Fifejd,Velké,1
15.02.2024 15:00,Novinářská x 28. října - od Vítkovic,Ostatní,304
15.02.2024 15:00,Novinářská x 28. října - od Vítkovic,Velké,7
15.02.2024 15:00,Novinářská x 28. října - od centra,Ostatní,293
15.02.2024 15:00,Novinářská x 28. října - od centra,Velké,1
15.02.2024 15:00,Novinářská x 28. října - od Poruby,Ostatní,337
15.02.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,98
15.02.2024 15:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,38
15.02.2024 15:00,Bohumínská x 28. října - směr Přívoz,Ostatní,226
15.02.2024 15:00,Hlučínská x Slovenská - od Švermy,Ostatní,324
15.02.2024 15:00,Hlučínská x Slovenská - od Přívozu,Ostatní,339
15.02.2024 15:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,100
15.02.2024 15:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,82
15.02.2024 15:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,3
15.02.2024 16:00,Novinářská x 28. října - od Fifejd,Ostatní,389
15.02.2024 16:00,Novinářská x 28. října - od Fifejd,Velké,3
15.02.2024 16:00,Novinářská x 28. října - od Vítkovic,Ostatní,261
15.02.2024 16:00,Novinářská x 28. října - od Vítkovic,Velké,7
15.02.2024 16:00,Novinářská x 28. října - od centra,Ostatní,248
15.02.2024 16:00,Novinářská x 28. října - od centra,Velké,2
15.02.2024 16:00,Novinářská x 28. října - od Poruby,Ostatní,353
15.02.2024 16:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,63
15.02.2024 16:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,42
15.02.2024 16:00,Bohumínská x 28. října - směr Přívoz,Ostatní,171
15.02.2024 16:00,Hlučínská x Slovenská - od Švermy,Ostatní,236
15.02.2024 16:00,Hlučínská x Slovenská - od Přívozu,Ostatní,160
15.02.2024 16:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,77
15.02.2024 16:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,50
15.02.2024 16:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,3
15.02.2024 17:00,Novinářská x 28. října - od Fifejd,Ostatní,291
15.02.2024 17:00,Novinářská x 28. října - od Fifejd,Velké,4
15.02.2024 17:00,Novinářská x 28. října - od Vítkovic,Ostatní,208
15.02.2024 17:00,Novinářská x 28. října - od Vítkovic,Velké,7
15.02.2024 17:00,Novinářská x 28. října - od centra,Ostatní,135
15.02.2024 17:00,Novinářská x 28. října - od centra,Velké,1
15.02.2024 17:00,Novinářská x 28. října - od Poruby,Ostatní,218
15.02.2024 17:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,58
15.02.2024 17:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,38
15.02.2024 17:00,Bohumínská x 28. října - směr Přívoz,Ostatní,41
15.02.2024 17:00,Hlučínská x Slovenská - od Švermy,Ostatní,195
15.02.2024 17:00,Hlučínská x Slovenská - od Přívozu,Ostatní,113
15.02.2024 17:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,45
15.02.2024 17:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
15.02.2024 17:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,11
15.02.2024 18:00,Novinářská x 28. října - od Fifejd,Ostatní,232
15.02.2024 18:00,Novinářská x 28. října - od Fifejd,Velké,1
15.02.2024 18:00,Novinářská x 28. října - od Vítkovic,Ostatní,117
15.02.2024 18:00,Novinářská x 28. října - od Vítkovic,Velké,5
15.02.2024 18:00,Novinářská x 28. října - od centra,Ostatní,55
15.02.2024 18:00,Novinářská x 28. října - od centra,Velké,1
15.02.2024 18:00,Novinářská x 28. října - od Poruby,Ostatní,156
15.02.2024 18:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,34
15.02.2024 18:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,27
15.02.2024 18:00,Bohumínská x 28. října - směr Přívoz,Ostatní,3
15.02.2024 18:00,Hlučínská x Slovenská - od Švermy,Ostatní,101
15.02.2024 18:00,Hlučínská x Slovenská - od Přívozu,Ostatní,85
15.02.2024 18:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,17
15.02.2024 18:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
15.02.2024 18:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,4
15.02.2024 19:00,Novinářská x 28. října - od Fifejd,Ostatní,160
15.02.2024 19:00,Novinářská x 28. října - od Fifejd,Velké,1
15.02.2024 19:00,Novinářská x 28. října - od Vítkovic,Ostatní,84
15.02.2024 19:00,Novinářská x 28. října - od Vítkovic,Velké,3
15.02.2024 19:00,Novinářská x 28. října - od centra,Ostatní,15
15.02.2024 19:00,Novinářská x 28. října - od Poruby,Ostatní,103
15.02.2024 19:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,22
15.02.2024 19:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,19
15.02.2024 19:00,Bohumínská x 28. října - směr Přívoz,Ostatní,1
15.02.2024 19:00,Hlučínská x Slovenská - od Švermy,Ostatní,83
15.02.2024 19:00,Hlučínská x Slovenská - od Přívozu,Ostatní,59
15.02.2024 19:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,11
15.02.2024 19:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,3
15.02.2024 20:00,Novinářská x 28. října - od Fifejd,Ostatní,101
15.02.2024 20:00,Novinářská x 28. října - od Fifejd,Velké,3
15.02.2024 20:00,Novinářská x 28. října - od Vítkovic,Ostatní,44
15.02.2024 20:00,Novinářská x 28. října - od Vítkovic,Velké,3
15.02.2024 20:00,Novinářská x 28. října - od centra,Ostatní,24
15.02.2024 20:00,Novinářská x 28. října - od Poruby,Ostatní,67
15.02.2024 20:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,21
15.02.2024 20:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,17
15.02.2024 20:00,Hlučínská x Slovenská - od Švermy,Ostatní,66
15.02.2024 20:00,Hlučínská x Slovenská - od Přívozu,Ostatní,30
15.02.2024 20:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,3
15.02.2024 20:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,1
15.02.2024 21:00,Novinářská x 28. října - od Fifejd,Ostatní,73
15.02.2024 21:00,Novinářská x 28. října - od Vítkovic,Ostatní,17
15.02.2024 21:00,Novinářská x 28. října - od Vítkovic,Velké,2
15.02.2024 21:00,Novinářská x 28. října - od centra,Ostatní,11
15.02.2024 21:00,Novinářská x 28. října - od Poruby,Ostatní,60
15.02.2024 21:00,Novinářská x 28. října - od Poruby,Velké,2
15.02.2024 21:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,24
15.02.2024 21:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,18
15.02.2024 21:00,Hlučínská x Slovenská - od Švermy,Ostatní,41
15.02.2024 21:00,Hlučínská x Slovenská - od Přívozu,Ostatní,30
15.02.2024 21:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,4
15.02.2024 21:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
15.02.2024 22:00,Novinářská x 28. října - od Fifejd,Ostatní,45
15.02.2024 22:00,Novinářská x 28. října - od Fifejd,Velké,3
15.02.2024 22:00,Novinářská x 28. října - od Vítkovic,Ostatní,27
15.02.2024 22:00,Novinářská x 28. října - od Vítkovic,Velké,6
15.02.2024 22:00,Novinářská x 28. října - od centra,Ostatní,6
15.02.2024 22:00,Novinářská x 28. října - od Poruby,Ostatní,24
15.02.2024 22:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,9
15.02.2024 22:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,20
15.02.2024 22:00,Hlučínská x Slovenská - od Švermy,Ostatní,46
15.02.2024 22:00,Hlučínská x Slovenská - od Přívozu,Ostatní,17
15.02.2024 22:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,15
15.02.2024 22:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,4
15.02.2024 23:00,Novinářská x 28. října - od Fifejd,Ostatní,26
15.02.2024 23:00,Novinářská x 28. října - od Fifejd,Velké,1
15.02.2024 23:00,Novinářská x 28. října - od Vítkovic,Ostatní,1
15.02.2024 23:00,Novinářská x 28. října - od Vítkovic,Velké,1
15.02.2024 23:00,Novinářská x 28. října - od centra,Ostatní,2
15.02.2024 23:00,Novinářská x 28. října - od Poruby,Ostatní,9
15.02.2024 23:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,8
15.02.2024 23:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,5
15.02.2024 23:00,Hlučínská x Slovenská - od Švermy,Ostatní,14
15.02.2024 23:00,Hlučínská x Slovenská - od Přívozu,Ostatní,4
15.02.2024 23:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,5
15.02.2024 23:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,3
15.02.2024 23:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,1
15.02.2024 23:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,1
16.02.2024 0:00,Novinářská x 28. října - od Fifejd,Ostatní,8
16.02.2024 0:00,Novinářská x 28. října - od Vítkovic,Ostatní,10
16.02.2024 0:00,Novinářská x 28. října - od centra,Ostatní,2
16.02.2024 0:00,Novinářská x 28. října - od Poruby,Ostatní,4
16.02.2024 0:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,5
16.02.2024 0:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,3
16.02.2024 0:00,Hlučínská x Slovenská - od Švermy,Ostatní,10
16.02.2024 0:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,2
16.02.2024 1:00,Novinářská x 28. října - od Fifejd,Ostatní,16
16.02.2024 1:00,Novinářská x 28. října - od Vítkovic,Ostatní,3
16.02.2024 1:00,Novinářská x 28. října - od Vítkovic,Velké,1
16.02.2024 1:00,Novinářská x 28. října - od centra,Ostatní,1
16.02.2024 1:00,Novinářská x 28. října - od Poruby,Ostatní,8
16.02.2024 1:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,1
16.02.2024 1:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,4
16.02.2024 1:00,Hlučínská x Slovenská - od Švermy,Ostatní,9
16.02.2024 1:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,1
16.02.2024 1:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,1
16.02.2024 2:00,Novinářská x 28. října - od Fifejd,Ostatní,10
16.02.2024 2:00,Novinářská x 28. října - od Vítkovic,Ostatní,2
16.02.2024 2:00,Novinářská x 28. října - od centra,Ostatní,2
16.02.2024 2:00,Novinářská x 28. října - od Poruby,Ostatní,3
16.02.2024 2:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,1
16.02.2024 2:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,3
16.02.2024 2:00,Hlučínská x Slovenská - od Švermy,Ostatní,8
16.02.2024 2:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
16.02.2024 3:00,Novinářská x 28. října - od Fifejd,Ostatní,8
16.02.2024 3:00,Novinářská x 28. října - od Fifejd,Velké,1
16.02.2024 3:00,Novinářská x 28. října - od Vítkovic,Ostatní,5
16.02.2024 3:00,Novinářská x 28. října - od centra,Ostatní,1
16.02.2024 3:00,Novinářská x 28. října - od Poruby,Ostatní,4
16.02.2024 3:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,1
16.02.2024 3:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,4
16.02.2024 3:00,Hlučínská x Slovenská - od Švermy,Ostatní,8
16.02.2024 3:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
16.02.2024 4:00,Novinářská x 28. října - od Fifejd,Ostatní,16
16.02.2024 4:00,Novinářská x 28. října - od Fifejd,Velké,3
16.02.2024 4:00,Novinářská x 28. října - od Vítkovic,Ostatní,6
16.02.2024 4:00,Novinářská x 28. října - od Poruby,Ostatní,8
16.02.2024 4:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,7
16.02.2024 4:00,Hlučínská x Slovenská - od Švermy,Ostatní,12
16.02.2024 4:00,Hlučínská x Slovenská - od Přívozu,Ostatní,3
16.02.2024 4:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,4
16.02.2024 4:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
16.02.2024 5:00,Novinářská x 28. října - od Fifejd,Ostatní,94
16.02.2024 5:00,Novinářská x 28. října - od Fifejd,Velké,5
16.02.2024 5:00,Novinářská x 28. října - od Vítkovic,Ostatní,39
16.02.2024 5:00,Novinářská x 28. října - od Vítkovic,Velké,3
16.02.2024 5:00,Novinářská x 28. října - od centra,Ostatní,5
16.02.2024 5:00,Novinářská x 28. října - od Poruby,Ostatní,48
16.02.2024 5:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,3
16.02.2024 5:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,11
16.02.2024 5:00,Hlučínská x Slovenská - od Švermy,Ostatní,36
16.02.2024 5:00,Hlučínská x Slovenská - od Přívozu,Ostatní,23
16.02.2024 5:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,4
16.02.2024 5:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,1
16.02.2024 6:00,Novinářská x 28. října - od Fifejd,Ostatní,134
16.02.2024 6:00,Novinářská x 28. října - od Fifejd,Velké,5
16.02.2024 6:00,Novinářská x 28. října - od Vítkovic,Ostatní,70
16.02.2024 6:00,Novinářská x 28. října - od Vítkovic,Velké,5
16.02.2024 6:00,Novinářská x 28. října - od centra,Ostatní,18
16.02.2024 6:00,Novinářská x 28. října - od Poruby,Ostatní,130
16.02.2024 6:00,Novinářská x 28. října - od Poruby,Velké,1
16.02.2024 6:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,8
16.02.2024 6:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,24
16.02.2024 6:00,Hlučínská x Slovenská - od Švermy,Ostatní,94
16.02.2024 6:00,Hlučínská x Slovenská - od Přívozu,Ostatní,34
16.02.2024 6:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,13
16.02.2024 6:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,6
16.02.2024 7:00,Novinářská x 28. října - od Fifejd,Ostatní,240
16.02.2024 7:00,Novinářská x 28. října - od Fifejd,Velké,2
16.02.2024 7:00,Novinářská x 28. října - od Vítkovic,Ostatní,185
16.02.2024 7:00,Novinářská x 28. října - od Vítkovic,Velké,5
16.02.2024 7:00,Novinářská x 28. října - od centra,Ostatní,126
16.02.2024 7:00,Novinářská x 28. října - od centra,Velké,1
16.02.2024 7:00,Novinářská x 28. října - od Poruby,Ostatní,235
16.02.2024 7:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,23
16.02.2024 7:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,35
16.02.2024 7:00,Bohumínská x 28. října - směr Přívoz,Ostatní,84
16.02.2024 7:00,Hlučínská x Slovenská - od Švermy,Ostatní,198
16.02.2024 7:00,Hlučínská x Slovenská - od Přívozu,Ostatní,66
16.02.2024 7:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,47
16.02.2024 7:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,9
16.02.2024 7:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,3
16.02.2024 8:00,Novinářská x 28. října - od Fifejd,Ostatní,293
16.02.2024 8:00,Novinářská x 28. října - od Fifejd,Velké,1
16.02.2024 8:00,Novinářská x 28. října - od Vítkovic,Ostatní,211
16.02.2024 8:00,Novinářská x 28. října - od Vítkovic,Velké,1
16.02.2024 8:00,Novinářská x 28. října - od centra,Ostatní,125
16.02.2024 8:00,Novinářská x 28. října - od centra,Velké,2
16.02.2024 8:00,Novinářská x 28. října - od Poruby,Ostatní,282
16.02.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,33
16.02.2024 8:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,33
16.02.2024 8:00,Bohumínská x 28. října - směr Přívoz,Ostatní,251
16.02.2024 8:00,Hlučínská x Slovenská - od Švermy,Ostatní,250
16.02.2024 8:00,Hlučínská x Slovenská - od Přívozu,Ostatní,66
16.02.2024 8:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Ostatní,43
16.02.2024 8:00,Českobratrská x Sokolská třída - od Mostu M. Sýkory,Velké,2
16.02.2024 8:00,Českobratrská x Sokolská třída - od konzervatoře,Ostatní,31
16.02.2024 8:00,Českobratrská x Sokolská třída - od konzervatoře,Velké,11
16.02.2024 9:00,Novinářská x 28. října - od Fifejd,Ostatní,257
16.02.2024 9:00,Novinářská x 28. října - od Fifejd,Velké,3
16.02.2024 9:00,Novinářská x 28. října - od Vítkovic,Ostatní,229
16.02.2024 9:00,Novinářská x 28. října - od Vítkovic,Velké,3
16.02.2024 9:00,Novinářská x 28. října - od centra,Ostatní,153
16.02.2024 9:00,Novinářská x 28. října - od Poruby,Ostatní,272
16.02.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Ostatní,59
16.02.2024 9:00,Bohumínská x 28. října - výjezd z mostu M. Sýkory,Velké,25
